time,x,y,z,gx,gy,gz,barometer
5.177,-1.19,-0.27,0.31,0.50,1.01,-1.15,1007.36
5.298,-1.16,-0.22,0.26,1.15,-0.37,-1.39,1007.30
5.4,-1.12,-0.28,0.26,0.79,-0.70,-1.46,1007.26
5.497,-0.90,-0.23,0.36,1.01,-1.31,-0.75,1007.28
5.599,-0.78,-0.18,0.41,0.74,-1.49,-0.04,1007.36
5.695,-0.67,-0.18,0.42,0.36,-1.56,0.87,1007.35
5.807,-0.61,-0.19,0.40,-0.07,-0.68,1.54,1007.39
5.9,-0.65,-0.17,0.39,-0.10,0.71,1.58,1007.29
5.964,-0.65,-0.19,0.30,-0.30,1.75,1.70,1007.35
6.087,-0.74,-0.23,0.25,-0.69,2.00,1.13,1007.34
6.191,-1.20,-0.26,0.32,0.51,1.86,-0.72,1007.40
6.307,-1.26,-0.19,0.35,0.83,1.09,-1.31,1007.29
6.374,-1.18,-0.05,0.28,1.29,-0.68,-1.59,1007.30
6.498,-1.17,-0.13,0.28,0.39,-1.42,-1.06,1007.25
6.595,-0.94,-0.17,0.35,0.33,-1.70,-0.40,1007.28
6.702,-0.82,-0.12,0.39,0.01,-1.69,0.91,1007.41
6.767,-0.68,-0.12,0.37,0.07,-1.12,1.51,1007.33
6.992,-0.64,-0.14,0.37,0.07,-1.12,1.51,1007.33
7.0,-0.61,-0.15,0.40,-0.02,0.18,1.68,1007.39
7.105,-0.82,-0.18,0.38,-0.16,1.75,0.62,1007.27
7.208,-1.03,-0.16,0.36,-0.07,1.50,0.00,1007.25
7.302,-1.11,-0.16,0.35,0.28,1.62,-0.78,1007.25
7.376,-1.18,-0.16,0.28,0.65,0.67,-1.53,1007.24
7.487,-1.17,-0.17,0.27,0.79,0.05,-1.59,1007.34
7.6,-1.07,-0.18,0.34,1.00,-0.95,-1.36,1007.37
7.69,-1.02,-0.16,0.37,0.88,-1.50,-0.52,1007.25
7.772,-0.71,-0.13,0.40,0.18,-1.91,0.96,1007.33
7.906,-0.62,-0.14,0.36,0.17,-0.72,1.83,1007.22
7.977,-0.63,-0.11,0.38,0.13,0.08,1.55,1007.25
8.086,-0.71,-0.13,0.44,-0.02,0.95,1.54,1007.24
8.21,-0.64,-0.09,0.42,-0.31,1.37,0.91,1007.22
8.307,-1.03,-0.18,0.40,0.06,1.44,-0.69,1007.31
8.397,-1.10,-0.14,0.34,0.31,1.12,-0.99,1007.24
8.5,-1.12,-0.12,0.34,0.54,0.71,-1.36,1007.26
8.607,-1.13,-0.12,0.39,0.92,-0.64,-1.42,1007.30
8.705,-1.06,-0.18,0.41,0.53,-1.76,-0.72,1007.30
8.817,-0.87,-0.18,0.44,0.39,-2.08,-0.05,1007.34
8.904,-0.73,-0.18,0.45,0.28,-1.94,0.43,1007.34
8.975,-0.60,-0.18,0.57,0.54,-1.37,1.01,1007.25
9.027,-0.60,-0.18,0.57,0.54,-1.37,1.01,1007.22
9.298,-0.60,-0.18,0.57,0.56,-0.98,0.94,1007.22
9.3,-0.53,-0.19,0.63,0.56,-0.98,0.94,1007.27
9.377,-0.41,-0.08,0.85,0.01,-0.15,0.09,1007.27
9.498,-0.40,-0.07,0.83,-0.06,-0.02,0.02,1007.36
9.594,-0.39,-0.06,0.84,-0.13,0.05,-0.02,1007.29
9.698,-0.41,-0.06,0.84,0.10,0.13,-0.08,1007.41
9.797,-0.42,-0.04,0.87,0.16,0.06,-0.18,1007.31
9.9,-0.43,-0.03,0.86,0.04,0.02,-0.12,1007.25
10.007,-0.43,-0.04,0.85,0.03,0.03,-0.07,1007.32
10.104,-0.44,-0.05,0.85,-0.02,0.00,-0.08,1007.36
10.21,-0.43,-0.05,0.85,-0.06,-0.00,-0.05,1007.37
10.303,-0.42,-0.08,0.85,-0.05,-0.01,-0.01,1007.30
10.378,-0.42,-0.10,0.83,-0.06,-0.00,-0.03,1007.22
10.498,-0.43,-0.12,0.84,-0.38,-0.11,-0.04,1007.32
