time,x,y,z,gx,gy,gz,barometer
9.688,-0.08,-1.13,0.27,1.49,1.02,4.07,1007.47
9.998,1.28,-0.04,0.42,0.76,0.20,-1.51,1007.35
10.331,0.34,-0.53,0.77,0.08,0.11,-0.14,1007.41
10.51,0.31,-0.51,0.78,0.06,-0.20,-0.26,1007.41
11.017,0.97,-0.87,1.10,-1.53,2.46,4.36,1007.48
11.361,0.55,-0.51,0.52,3.53,0.02,-0.36,1007.47
11.702,0.31,-0.51,0.79,-0.02,-0.22,-0.39,1007.50
12.007,0.01,-1.21,0.52,-2.31,2.74,-0.65,1007.41
12.356,1.78,0.16,0.81,-0.58,2.12,2.30,1007.45
12.657,0.35,-0.53,0.79,0.17,-0.09,0.08,1007.45
13.143,0.32,-0.51,0.77,0.04,0.10,-0.12,1007.47
13.305,0.30,-0.39,0.77,-3.00,2.85,-3.30,1007.43
13.676,0.60,-0.46,0.52,-0.85,2.37,-2.14,1007.37
13.983,0.34,-0.53,0.78,0.07,-0.00,-0.02,1007.37
14.299,0.31,-0.53,0.83,0.01,-1.16,-0.83,1007.40
14.67,-0.18,-0.87,0.47,1.55,1.90,2.64,1007.44
14.973,1.30,-0.45,0.18,0.68,1.17,-4.34,1007.46
15.4,0.30,-0.60,0.19,2.38,2.06,-1.06,1007.36
15.693,0.95,-0.69,0.85,-1.57,2.27,-1.71,1007.38
15.965,0.92,-1.14,0.43,-0.61,1.16,3.80,1007.36
16.323,0.52,-0.30,0.65,-0.53,0.02,-0.07,1007.47
16.696,0.32,-0.49,0.81,-0.01,-0.39,-0.36,1007.46
16.999,-0.05,-1.22,0.68,-7.93,0.54,-1.24,1007.43
17.29,1.37,-0.53,1.00,-1.67,2.16,2.32,1007.50
17.665,1.37,-0.53,1.00,0.52,-0.01,1.75,1007.39
17.98,0.46,-0.47,0.69,-0.17,-1.85,-0.98,1007.47
18.32,0.05,-0.79,0.45,-1.24,1.49,3.11,1007.46
18.632,1.22,0.02,0.74,-0.81,0.60,-2.36,1007.44
18.953,0.37,-0.47,0.78,0.15,0.07,-0.01,1007.48
19.322,0.33,-0.48,0.78,0.10,-0.27,-0.18,1007.28
19.568,0.42,-0.72,0.48,-2.17,3.37,-3.31,1007.38
19.998,0.16,-0.53,0.76,-0.83,2.57,-1.76,1007.26
20.325,0.39,-0.48,0.59,-0.01,0.26,-0.01,1007.26
20.665,0.39,-0.48,0.81,0.15,-0.15,-0.09,1007.40
21.03,-0.10,-0.81,0.60,-0.21,0.38,2.78,1007.38
21.332,1.14,-0.22,0.45,-0.46,0.68,-1.28,1007.42
21.642,0.33,-0.52,0.71,-0.04,0.08,0.22,1007.47
21.853,0.36,-0.54,0.77,0.10,-0.12,-0.14,1007.33
22.316,0.22,-0.48,0.48,2.13,-0.55,0.80,1007.39
22.66,0.86,-0.79,0.71,-0.31,0.26,0.89,1007.44
22.975,0.13,-0.61,0.49,1.21,-0.35,-0.25,1007.36
23.306,0.34,-0.52,0.77,0.06,-0.04,-0.01,1007.37
23.683,0.64,-1.00,0.70,0.28,-0.70,-2.32,1007.48
24.002,0.72,-0.85,0.68,-0.22,1.42,2.52,1007.40
24.41,0.95,-0.46,0.80,-0.32,1.50,1.71,1007.18
24.674,0.36,-0.53,0.75,0.31,0.04,-0.42,1007.43
24.988,-0.76,-1.45,1.00,-8.12,-1.31,-0.85,1007.41
25.392,1.26,-0.32,0.66,-0.09,0.89,1.64,1007.44
25.665,0.32,-0.61,0.76,0.53,-0.21,-0.32,1007.27
26.022,0.46,-0.73,0.64,-0.18,-0.05,-0.22,1007.52
26.305,0.16,-0.83,0.51,-1.34,0.78,3.10,1007.42
26.664,1.03,-0.32,0.76,-1.39,0.54,-1.28,1007.43
27.012,0.39,-0.49,0.77,0.46,-0.13,-0.23,1007.51
27.319,0.36,-0.72,0.78,0.16,-0.65,-0.68,1007.33
27.69,0.10,-0.69,0.48,1.13,3.37,-1.12,1007.50
27.99,0.31,-0.67,0.90,1.42,0.04,0.16,1007.40
28.302,0.37,-0.50,0.77,-0.02,-0.05,0.04,1007.52
28.57,0.46,-0.48,0.69,-0.55,1.01,-0.98,1007.42
28.986,0.35,-0.56,0.72,0.05,0.10,-0.13,1007.38
29.31,0.36,-0.51,0.78,0.06,-0.06,0.03,1007.48
29.67,0.36,-0.50,0.75,-0.01,-0.12,-0.00,1007.44
