time,x,y,z,gx,gy,gz,barometer
5.701,0.14,-0.60,0.70,0.54,0.61,-1.14,1007.39
5.858,0.01,-0.49,0.69,0.91,-0.51,-1.85,1007.39
5.989,0.43,-0.48,0.70,1.36,-2.13,-0.77,1007.37
6.133,0.62,-0.58,0.57,-0.63,-1.73,0.43,1007.46
6.397,0.62,-0.58,0.57,-0.95,-1.23,0.75,1007.46
6.439,0.72,-0.80,0.58,-0.09,1.83,2.42,1007.48
6.566,0.19,-0.67,0.59,1.23,0.74,0.18,1007.37
6.711,0.19,-0.67,0.59,0.65,1.16,-0.78,1007.39
6.869,0.09,-0.54,0.75,1.34,0.44,-1.40,1007.30
6.995,0.46,-0.50,0.66,1.71,-3.28,-0.44,1007.41
7.116,0.73,-0.57,0.63,-0.82,-1.34,0.62,1007.38
7.249,0.70,-0.68,0.55,-0.56,0.11,0.10,1007.41
7.393,0.80,-0.85,0.73,-0.41,2.33,3.56,1007.44
7.567,0.27,-0.65,0.64,-0.09,0.49,0.47,1007.44
7.701,0.21,-0.65,0.65,0.46,0.38,-0.36,1007.34
7.868,0.17,-0.65,0.69,0.58,0.33,-0.79,1007.52
7.99,0.40,-0.48,0.75,1.58,-1.40,-2.36,1007.34
8.159,0.56,-0.65,0.53,-1.00,-1.97,0.49,1007.35
8.268,0.74,-0.65,0.51,-1.02,-1.55,1.01,1007.39
8.374,0.83,-0.90,0.67,-0.74,2.15,3.51,1007.44
8.656,0.83,-0.90,0.67,0.23,2.35,0.99,1007.44
8.696,0.26,-0.63,0.63,0.75,0.08,-0.76,1007.29
8.855,0.16,-0.57,0.57,0.87,-1.58,-2.96,1007.40
8.999,0.68,-0.71,0.47,0.28,-1.71,-0.68,1007.39
9.14,0.66,-0.70,0.47,-0.07,-0.22,0.55,1007.45
9.287,0.64,-0.73,0.40,-0.49,-0.90,1.16,1007.39
9.436,0.45,-0.84,0.47,0.80,3.38,0.65,1007.39
9.614,0.22,-0.73,0.56,1.95,0.67,1.90,1007.46
9.71,0.09,-0.62,0.70,1.16,-0.10,-0.41,1007.39
9.879,0.12,-0.67,0.59,0.72,-0.62,-1.66,1007.41
9.996,0.37,-0.59,0.62,0.73,-1.19,-1.83,1007.44
10.161,0.56,-0.64,0.56,-1.04,-2.24,0.77,1007.31
10.296,0.97,-0.82,0.68,-1.13,2.97,2.99,1007.35
10.401,0.45,-0.71,0.45,1.99,2.25,1.18,1007.36
10.563,0.36,-0.68,0.60,0.37,0.75,0.03,1007.41
10.688,0.16,-0.59,0.74,1.00,0.96,-0.59,1007.36
10.688,0.16,-0.59,0.74,1.00,0.96,-0.59,1007.36
11.027,0.16,-0.59,0.74,1.00,0.96,-0.59,1007.50
11.155,0.68,-0.73,0.50,-1.63,-1.20,0.87,1007.26
11.258,0.81,-0.79,0.56,-0.37,0.65,2.66,1007.52
11.43,0.43,-0.72,0.67,-0.84,0.64,0.73,1007.45
11.529,0.28,-0.72,0.65,1.69,0.90,0.58,1007.44
11.713,0.09,-0.52,0.45,1.30,-0.12,-0.93,1007.40
11.83,0.48,-0.65,0.51,0.01,-0.82,-1.67,1007.44
12.009,0.56,-0.79,0.51,0.49,-1.04,-0.70,1007.40
12.112,0.70,-0.73,0.53,-0.69,-1.39,0.73,1007.30
12.289,0.71,-0.83,0.61,-0.37,2.76,4.55,1007.43
12.417,0.24,-0.81,0.55,1.69,0.96,1.72,1007.38
12.593,0.35,-0.75,0.62,0.90,0.93,-0.18,1007.34
12.713,0.10,-0.70,0.63,1.24,0.36,-0.58,1007.40
12.83,0.24,-0.58,0.62,0.99,-1.11,-2.09,1007.35
12.926,0.45,-0.47,0.72,1.49,-1.86,-3.49,1007.45
13.135,0.75,-0.64,0.55,-0.76,-1.59,0.88,1007.41
13.29,0.78,-0.75,0.61,-0.79,0.80,1.97,1007.33
13.43,0.50,-0.73,0.57,-0.89,1.60,0.84,1007.42
13.549,0.21,-0.69,0.65,1.50,1.03,0.58,1007.48
13.714,0.08,-0.54,0.71,1.17,0.27,-1.18,1007.42
13.892,0.10,-0.55,0.59,1.68,0.21,-1.23,1007.48
13.999,0.48,-0.51,0.76,0.75,-1.72,0.33,1007.40
14.117,0.72,-0.65,0.54,-0.75,-1.80,1.15,1007.33
14.29,0.78,-0.89,0.75,-0.62,1.88,4.12,1007.51
14.39,0.29,-0.73,0.56,2.67,1.67,1.32,1007.38
14.54,0.19,-0.63,0.66,1.48,1.38,-0.07,1007.40
14.702,0.05,-0.53,0.71,1.11,-0.16,-1.52,1007.52
14.83,0.29,-0.47,0.75,2.03,-1.47,-1.36,1007.36
14.99,0.55,-0.54,0.58,-1.03,-3.53,1.04,1007.39
15.121,0.82,-0.70,0.51,-1.47,0.09,0.20,1007.40
15.187,0.82,-0.70,0.51,-0.20,0.83,0.35,1007.45
15.422,0.55,-0.59,0.60,0.09,2.30,1.12,1007.38
15.599,0.35,-0.72,0.60,0.48,1.09,-0.45,1007.38
15.705,0.06,-0.61,0.69,1.53,0.24,-0.93,1007.41
15.851,0.37,-0.52,0.85,1.49,-1.13,-2.80,1007.37
16.021,0.48,-0.57,0.55,0.02,-2.31,0.47,1007.41
16.139,0.76,-0.65,0.51,-1.15,-1.77,0.85,1007.42
16.293,0.76,-0.76,0.57,-0.62,0.99,1.70,1007.42
16.419,0.34,-0.64,0.72,0.30,2.43,1.90,1007.54
16.518,0.29,-0.72,0.65,1.20,1.27,0.35,1007.43
16.741,0.08,-0.57,0.65,1.41,0.35,-1.16,1007.39
16.83,0.15,-0.62,0.66,1.36,-1.31,-2.10,1007.41
16.963,0.44,-0.54,0.77,0.31,-1.44,0.23,1007.41
17.131,0.77,-0.70,0.57,-0.84,-2.20,0.69,1007.49
17.261,0.71,-0.74,0.62,-0.86,1.05,1.94,1007.43
17.429,0.31,-0.65,0.71,0.24,1.99,1.63,1007.40
17.434,0.31,-0.65,0.71,-0.05,2.48,1.11,1007.40
17.714,0.27,-0.64,0.72,-0.05,2.48,1.11,1007.40
17.858,0.28,-0.35,0.77,2.44,-1.37,-3.10,1007.40
17.963,0.37,-0.51,0.69,-0.56,-2.96,1.11,1007.34
18.134,0.54,-0.63,0.81,-1.17,0.35,0.48,1007.33
18.266,0.42,-0.57,0.84,-0.14,0.51,1.29,1007.52
18.442,0.36,-0.42,0.84,0.57,1.10,0.26,1007.40
18.563,0.30,-0.46,0.77,0.09,0.42,-0.09,1007.32
18.739,0.21,-0.49,0.83,0.19,0.28,0.08,1007.42
18.858,0.17,-0.51,0.82,0.14,0.25,-0.03,1007.39
19.017,0.17,-0.60,0.78,-0.08,0.36,-0.32,1007.46
19.143,0.14,-0.54,0.82,-0.17,0.04,-0.03,1007.46
19.289,0.13,-0.47,0.84,0.11,0.06,-0.13,1007.37
19.43,0.16,-0.47,0.86,0.13,0.01,-0.21,1007.39
19.567,0.13,-0.50,0.83,0.12,-0.13,-0.11,1007.39
19.702,0.16,-0.49,0.84,-0.26,0.06,-0.10,1007.39
19.926,0.16,-0.49,0.84,-0.26,0.06,-0.10,1007.46
19.994,0.17,-0.52,0.85,0.05,-0.06,0.04,1007.41
