time,x,y,z,gx,gy,gz,barometer
0.226,0.33,-0.56,0.74,-0.04,-0.02,-0.02,1007.39
0.503,0.35,-0.56,0.74,0.03,-0.00,-0.04,1007.38
0.725,0.32,-0.57,0.75,0.01,0.03,0.00,1007.42
1.003,0.35,-0.57,0.78,-0.09,-0.00,0.01,1007.42
1.267,0.36,-0.54,0.69,0.07,-0.28,-0.01,1007.53
1.504,0.71,-0.60,0.55,-0.13,0.59,-0.41,1007.49
1.762,0.83,-0.76,0.61,0.08,2.20,0.49,1007.27
2.095,0.24,-0.53,0.74,-0.47,1.03,0.53,1007.35
2.259,0.67,-0.78,0.58,-0.68,-2.62,-0.42,1007.42
2.501,0.78,-0.55,0.50,-0.24,-0.31,0.22,1007.28
2.791,0.80,-0.75,0.62,0.51,2.56,0.62,1007.42
2.988,0.23,-0.62,0.69,-0.13,0.37,0.15,1007.51
3.262,0.51,-0.51,0.58,-0.55,-0.40,-0.69,1007.40
3.501,0.78,-0.60,0.48,0.05,-0.78,0.26,1007.53
3.757,0.81,-0.66,0.63,1.07,3.76,0.69,1007.50
3.997,0.11,-0.55,0.72,0.08,0.82,0.36,1007.54
4.154,-0.07,-0.43,0.68,0.08,-2.48,-1.96,1007.41
4.492,0.67,-0.53,0.54,-0.65,-0.78,-0.03,1007.37
4.75,0.46,-0.56,0.56,1.78,3.32,0.61,1007.39
5.012,0.11,-0.56,0.72,0.04,0.30,0.12,1007.50
5.249,0.20,-0.61,0.70,-1.41,-0.93,-1.20,1007.37
5.504,0.81,-0.56,0.53,-0.69,-0.68,0.24,1007.50
5.75,0.89,-0.72,0.57,-0.07,2.98,0.75,1007.44
6.001,0.29,-0.60,0.69,0.33,1.01,0.39,1007.44
6.253,0.49,-0.74,0.51,-0.54,-2.85,-2.15,1007.46
6.429,0.42,-0.53,0.52,-0.11,-2.29,-1.70,1007.46
6.755,0.79,-0.60,0.50,0.08,1.80,1.72,1007.43
7.024,0.33,-0.62,0.65,-1.35,0.77,0.64,1007.52
7.241,0.11,-0.54,0.78,0.07,-1.84,-0.84,1007.28
7.504,0.39,-0.65,0.58,-0.43,-2.37,-1.47,1007.48
7.75,0.76,-0.57,0.50,-0.02,0.04,-0.05,1007.43
8.018,0.42,-0.61,0.59,1.90,3.31,1.47,1007.25
8.243,0.05,-0.55,0.65,0.32,0.26,0.08,1007.52
8.521,0.57,-0.85,0.42,-0.52,-0.62,-1.29,1007.48
8.723,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.51
9.031,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.42
9.263,0.25,-0.68,0.62,-0.16,-0.19,0.38,1007.52
9.525,0.60,-0.63,0.48,-0.40,-1.38,-0.45,1007.43
9.75,0.75,-0.60,0.44,0.08,0.12,0.03,1007.37
9.983,0.46,-0.57,0.57,0.20,3.32,1.15,1007.49
10.256,0.11,-0.59,0.69,0.04,0.20,0.04,1007.37
10.492,0.52,-0.72,0.51,-1.50,-1.66,-0.54,1007.37
10.755,0.79,-0.61,0.45,-0.18,-0.34,0.07,1007.46
10.962,1.01,-0.70,0.51,0.02,0.16,0.02,1007.47
11.247,0.24,-0.63,0.68,0.57,0.95,0.24,1007.43
11.508,0.27,-0.62,0.62,-0.88,0.70,2.27,1007.40
11.772,0.83,-0.64,0.44,-0.41,-1.39,-0.35,1007.41
12.02,1.05,-0.81,0.52,-0.10,1.05,0.80,1007.43
12.248,0.30,-0.66,0.61,1.24,1.13,0.58,1007.44
12.488,0.30,-0.55,0.59,-0.22,-2.87,-1.64,1007.36
12.751,0.73,-0.58,0.45,-0.55,-1.18,-0.30,1007.41
12.984,0.87,-0.62,0.39,0.05,0.42,0.41,1007.49
13.188,0.42,-0.64,0.56,0.86,1.66,1.20,1007.35
13.49,0.13,-0.57,0.58,-0.35,-2.35,-0.35,1007.57
13.755,0.51,-0.60,0.45,-2.19,-1.79,-1.22,1007.45
13.984,0.76,-0.57,0.41,0.23,0.00,-0.08,1007.40
14.273,0.38,-0.59,0.47,-1.62,-0.25,0.64,1007.46
14.484,0.26,-0.65,0.67,0.10,0.11,0.19,1007.45
14.753,0.51,-0.69,0.51,1.21,-1.10,-2.28,1007.51
14.986,0.81,-0.56,0.45,-0.31,-0.60,0.27,1007.45
15.249,0.76,-0.68,0.54,0.10,2.17,0.45,1007.54
15.477,0.30,-0.62,0.66,0.25,0.66,0.28,1007.47
15.75,0.21,-0.51,0.55,-0.25,-3.49,-2.03,1007.48
15.988,0.76,-0.57,0.43,0.25,0.14,-0.23,1007.50
16.277,0.58,-0.49,0.37,0.13,3.42,2.29,1007.52
16.498,0.29,-0.59,0.65,0.41,0.81,0.36,1007.56
16.751,0.32,-0.65,0.55,-0.31,-2.23,-0.06,1007.83
16.989,0.76,-0.56,0.44,0.19,0.11,-0.07,1007.42
17.228,0.90,-0.79,0.57,0.10,1.94,0.30,1007.53
17.485,0.29,-0.61,0.68,-0.10,0.45,0.07,1007.43
17.74,0.31,-0.73,0.62,-1.45,-1.44,-0.21,1007.52
18.01,0.31,-0.73,0.62,-1.45,-1.44,-0.21,1007.55
18.239,0.80,-0.56,0.41,0.11,0.23,0.16,1007.50
18.484,0.41,-0.56,0.54,1.20,1.44,0.54,1007.47
18.754,0.16,-0.58,0.67,0.02,-0.98,-0.18,1007.57
19.005,0.55,-0.58,0.49,0.69,-1.45,-2.04,1007.59
19.227,0.74,-0.56,0.44,0.22,0.03,-0.11,1007.49
19.497,0.63,-0.67,0.54,0.04,0.92,0.92,1007.48
19.729,0.43,-0.66,0.61,-0.05,0.01,0.29,1007.56
19.982,0.39,-0.69,0.61,0.46,0.13,0.18,1007.55
20.251,0.38,-0.67,0.62,0.46,0.13,0.18,1007.55
20.498,0.39,-0.67,0.64,0.04,-0.12,-0.05,1007.61
20.749,0.39,-0.66,0.65,0.38,-0.02,-0.03,1007.55
