time,x,y,z,gx,gy,gz,barometer
0.031,-0.85,-0.36,0.38,0.35,-0.14,0.02,1007.30
0.033,-0.85,-0.36,0.38,0.53,-0.06,-0.05,1007.30
0.067,-0.85,-0.36,0.38,0.53,-0.06,-0.05,1007.22
0.105,-0.84,-0.38,0.35,-0.17,-0.07,-0.01,1007.22
0.105,-0.84,-0.38,0.35,-0.17,-0.07,-0.01,1007.22
0.142,-0.84,-0.38,0.35,-0.17,-0.07,-0.01,1007.33
0.172,-0.84,-0.36,0.35,0.12,-0.02,0.00,1007.33
0.207,-0.84,-0.36,0.35,0.12,-0.02,0.00,1007.38
0.222,-0.84,-0.37,0.35,0.12,-0.02,0.00,1007.38
0.251,-0.84,-0.37,0.35,-0.06,-0.02,0.03,1007.38
0.277,-0.84,-0.37,0.35,-0.06,-0.02,0.03,1007.32
0.288,-0.84,-0.36,0.36,-0.06,-0.02,0.03,1007.32
0.303,-0.84,-0.36,0.36,0.08,-0.02,0.04,1007.32
0.35,-0.84,-0.36,0.36,0.08,-0.02,0.04,1007.34
0.374,-0.84,-0.37,0.36,-0.03,-0.03,0.05,1007.34
0.374,-0.84,-0.37,0.36,-0.03,-0.03,0.05,1007.34
0.429,-0.84,-0.37,0.36,-0.03,-0.03,0.05,1007.32
0.433,-0.84,-0.37,0.35,-0.06,-0.01,0.03,1007.32
0.488,-0.84,-0.37,0.35,-0.06,-0.01,0.03,1007.25
0.488,-0.84,-0.37,0.35,-0.06,-0.01,0.03,1007.25
0.514,-0.84,-0.38,0.35,0.01,0.02,-0.03,1007.25
0.555,-0.85,-0.34,0.40,0.01,0.02,-0.03,1007.25
0.559,-0.85,-0.34,0.40,0.01,0.02,-0.03,1007.39
0.583,-0.85,-0.34,0.40,0.08,0.06,-0.10,1007.39
0.625,-0.85,-0.32,0.41,0.08,0.06,-0.10,1007.39
0.628,-0.85,-0.32,0.41,0.08,0.06,-0.10,1007.35
0.641,-0.85,-0.32,0.41,0.12,0.03,-0.01,1007.35
0.688,-0.80,-0.27,0.40,0.12,0.03,-0.01,1007.35
0.688,-0.80,-0.27,0.40,0.12,0.03,-0.01,1007.35
0.728,-0.80,-0.27,0.40,0.08,-0.04,0.21,1007.34
0.755,-0.78,-0.27,0.30,0.08,-0.04,0.21,1007.34
0.78,-0.78,-0.27,0.30,0.03,0.11,0.45,1007.34
0.783,-0.78,-0.27,0.30,0.03,0.11,0.45,1007.35
0.836,-0.73,-0.28,0.24,0.03,0.11,0.45,1007.35
0.84,-0.73,-0.28,0.24,-0.02,0.45,0.57,1007.40
0.889,-0.75,-0.32,0.15,-0.02,0.45,0.57,1007.40
0.889,-0.75,-0.32,0.15,-0.02,0.45,0.57,1007.40
0.927,-0.75,-0.32,0.15,0.17,0.80,0.56,1007.40
0.956,-1.00,-0.45,0.15,0.17,0.80,0.56,1007.23
0.98,-1.00,-0.45,0.15,0.36,1.17,0.18,1007.23
0.983,-1.00,-0.45,0.15,0.36,1.17,0.18,1007.49
1.025,-1.10,-0.45,0.21,0.36,1.17,0.18,1007.49
1.04,-1.10,-0.45,0.21,0.74,1.00,-0.89,1007.49
1.057,-1.10,-0.45,0.21,0.74,1.00,-0.89,1007.35
1.089,-1.16,-0.42,0.34,0.74,1.00,-0.89,1007.35
1.114,-1.16,-0.42,0.34,0.41,0.50,-1.30,1007.35
1.155,-1.10,-0.38,0.31,0.41,0.50,-1.30,1007.43
1.172,-1.10,-0.38,0.31,0.37,-0.18,-1.19,1007.43
1.193,-1.10,-0.38,0.31,0.37,-0.18,-1.19,1007.35
1.222,-1.05,-0.39,0.27,0.37,-0.18,-1.19,1007.35
1.222,-1.05,-0.39,0.27,0.37,-0.18,-1.19,1007.35
1.27,-1.05,-0.39,0.27,0.14,-0.61,-1.00,1007.35
1.293,-1.03,-0.41,0.26,0.14,-0.61,-1.00,1007.37
1.313,-1.03,-0.41,0.26,0.26,-0.90,-0.74,1007.37
1.332,-1.03,-0.41,0.26,0.26,-0.90,-0.74,1007.37
1.356,-0.84,-0.37,0.27,0.26,-0.90,-0.74,1007.37
1.397,-0.84,-0.37,0.27,0.24,-1.04,-0.30,1007.40
1.397,-0.84,-0.37,0.27,0.24,-1.04,-0.30,1007.40
1.427,-0.70,-0.30,0.30,0.24,-1.04,-0.30,1007.40
1.467,-0.70,-0.30,0.30,0.26,-1.00,0.28,1007.22
1.491,-0.68,-0.29,0.30,0.26,-1.00,0.28,1007.22
1.509,-0.68,-0.29,0.30,0.10,-0.89,0.85,1007.22
1.542,-0.68,-0.29,0.30,0.10,-0.89,0.85,1007.35
1.557,-0.70,-0.30,0.30,0.10,-0.89,0.85,1007.35
1.574,-0.70,-0.30,0.30,-0.12,-0.46,1.21,1007.35
1.607,-0.70,-0.30,0.30,-0.12,-0.46,1.21,1007.21
1.63,-0.69,-0.32,0.33,-0.12,-0.46,1.21,1007.21
1.632,-0.69,-0.32,0.33,-0.35,-0.17,1.30,1007.21
1.677,-0.69,-0.32,0.33,-0.35,-0.17,1.30,1007.35
1.7,-0.76,-0.34,0.33,-0.54,0.13,1.11,1007.35
1.747,-0.76,-0.34,0.33,-0.54,0.13,1.11,1007.35
1.747,-0.76,-0.34,0.33,-0.54,0.13,1.11,1007.35
1.771,-0.81,-0.39,0.27,-0.73,0.48,1.02,1007.35
1.818,-0.81,-0.39,0.27,-0.73,0.48,1.02,1007.28
1.823,-0.72,-0.40,0.22,-0.73,0.48,1.02,1007.28
1.859,-0.72,-0.40,0.22,-0.78,1.03,0.51,1007.28
1.859,-0.72,-0.40,0.22,-0.78,1.03,0.51,1007.28
1.89,-0.87,-0.46,0.19,-0.78,1.03,0.51,1007.34
1.905,-0.87,-0.46,0.19,-0.58,0.58,0.41,1007.34
1.957,-0.87,-0.46,0.19,-0.58,0.58,0.41,1007.27
1.973,-0.95,-0.47,0.16,-0.08,0.90,-0.03,1007.27
1.973,-0.95,-0.47,0.16,-0.08,0.90,-0.03,1007.27
2.04,-1.06,-0.46,0.18,-0.08,0.90,-0.03,1007.27
2.04,-1.06,-0.46,0.18,-0.08,0.90,-0.03,1007.27
2.044,-1.06,-0.46,0.18,0.13,0.88,-0.67,1007.32
2.09,-1.10,-0.38,0.24,0.13,0.88,-0.67,1007.32
2.109,-1.10,-0.38,0.24,0.81,0.71,-0.95,1007.50
2.157,-1.11,-0.34,0.26,0.81,0.71,-0.95,1007.50
2.157,-1.11,-0.34,0.26,0.81,0.71,-0.95,1007.50
2.176,-1.11,-0.34,0.26,0.90,0.11,-0.94,1007.41
2.238,-1.10,-0.30,0.28,0.90,0.11,-0.94,1007.41
