time,x,y,z
0.020,0.60,-0.01,0.14
0.061,0.64,-0.02,0.11
0.093,-0.21,0.13,-0.08
0.102,-0.16,0.07,-0.10
0.149,0.01,0.03,-0.03
0.182,-0.05,-0.03,-0.03
0.223,-0.08,-0.02,-0.03
0.239,-0.23,0.04,-0.09
0.276,-0.23,0.10,-0.15
0.302,-0.21,0.10,-0.18
0.343,-0.21,0.10,-0.19
0.362,-0.16,0.21,-0.21
0.394,-0.14,0.28,-0.23
0.402,-0.13,0.29,-0.25
0.454,-0.10,0.29,-0.25
0.482,-0.29,0.30,-0.24
0.540,-0.32,0.28,-0.25
0.540,-0.32,0.28,-0.25
0.602,-0.33,0.27,-0.26
0.606,-0.41,0.22,-0.27
0.637,-0.84,-0.48,-0.35
0.662,-1.18,-0.55,-0.34
0.678,-1.28,-0.47,-0.44
0.730,-1.33,-0.47,-0.47
0.744,-2.22,-0.75,-0.92
0.788,-2.24,-0.92,-0.97
0.817,-1.54,-0.99,-0.98
0.856,-1.45,-0.99,-1.00
0.877,-0.75,-0.84,-1.18
0.889,-0.70,-0.83,-1.18
0.939,-0.70,-0.83,-1.16
0.970,-1.12,-0.56,-0.85
0.993,-1.06,-0.57,-0.75
1.033,-1.03,-0.57,-0.71
1.041,-0.60,-0.70,-0.59
1.091,-0.51,-0.73,-0.55
1.117,-0.50,-0.55,-0.73
1.132,-0.44,-0.50,-0.64
1.194,-0.44,-0.47,-0.61
1.212,-0.03,0.86,-0.08
1.242,0.35,1.64,0.29
1.295,0.52,1.87,0.40
1.303,0.76,2.37,0.69
1.332,0.76,2.44,1.23
1.390,0.77,2.42,1.30
1.394,0.73,2.32,1.53
1.425,0.77,1.23,2.61
1.442,0.81,0.77,2.74
1.485,0.81,0.68,2.76
1.533,0.88,-0.19,2.68
1.544,0.62,-0.90,2.44
1.577,0.24,-1.08,1.78
1.626,0.22,-1.16,1.53
1.637,-0.48,-1.32,0.25
1.682,-0.50,-1.31,0.08
1.694,-0.73,-1.20,-1.02
1.717,-0.53,-1.14,-1.39
1.760,-0.50,-1.13,-1.47
1.782,-0.61,-0.81,-2.60
1.802,-0.62,-0.80,-2.82
1.848,-0.67,-0.77,-2.92
1.879,-0.60,-0.96,-2.81
1.913,-0.68,-1.01,-2.64
1.917,-0.70,-0.96,-2.56
1.981,-0.67,-0.95,-2.50
1.999,-0.99,-0.59,-1.66
2.002,-1.13,-0.50,-1.44
2.100,-1.18,-0.46,-1.34
2.100,-1.18,-0.46,-1.34
2.120,-0.85,0.31,0.03
2.147,0.19,1.47,1.28
2.182,0.10,1.46,1.64
2.234,0.19,1.53,1.73
2.242,0.15,1.28,2.08
2.293,0.31,1.10,2.27
2.300,0.64,0.69,2.17
2.332,0.86,-0.09,2.04
2.373,0.90,-0.17,2.00
2.392,1.23,-0.74,1.50
2.444,1.44,-0.94,1.39
2.452,0.98,-0.89,0.66
2.482,0.58,-0.85,0.35
2.494,0.48,-0.84,0.21
2.577,0.39,-0.82,0.08
2.577,0.39,-0.82,0.08
2.603,-1.51,-0.89,-1.33
