time,x,y,z,gx,gy,gz,barometer
7.614,0.80,-0.61,0.49,0.60,-1.46,-0.39,1007.47
7.8,0.78,-0.57,0.47,-0.02,0.04,-0.05,1007.47
8.018,0.42,-0.61,0.59,1.90,3.31,1.47,1007.25
8.2,0.11,-0.55,0.65,0.24,0.99,0.09,1007.49
8.401,0.12,-0.64,0.52,0.03,-2.09,0.55,1007.42
8.617,0.62,-0.55,0.49,-0.17,-1.30,-0.31,1007.42
8.723,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.51
9.031,0.78,-0.68,0.48,-0.95,-0.40,0.36,1007.42
9.197,0.25,-0.68,0.62,0.83,0.42,0.44,1007.52
9.382,0.37,-0.56,0.45,-0.29,-1.87,-1.99,1007.47
9.578,0.78,-0.62,0.45,-0.02,-0.34,0.05,1007.37
9.778,0.78,-0.57,0.40,0.08,0.12,0.03,1007.35
9.983,0.46,-0.57,0.57,0.20,3.32,1.15,1007.49
10.185,0.26,-0.61,0.72,0.22,0.79,0.47,1007.37
10.388,0.57,-0.58,0.73,0.36,-3.43,-2.84,1007.44
10.579,0.59,-0.60,0.50,0.83,-0.57,-0.80,1007.32
10.78,0.77,-0.57,0.44,-0.18,-0.34,0.07,1007.46
10.962,1.01,-0.70,0.51,0.02,0.16,0.02,1007.47
11.22,1.01,-0.70,0.51,0.20,3.46,2.80,1007.47
11.408,0.13,-0.59,0.65,0.09,-1.12,-0.39,1007.48
11.589,0.55,-0.54,0.50,-1.91,-1.43,-1.65,1007.40
11.79,0.79,-0.58,0.42,-0.08,-0.12,0.15,1007.46
12.02,1.05,-0.81,0.52,-0.10,1.05,0.80,1007.43
12.207,0.40,-0.58,0.61,-1.03,0.61,0.46,1007.47
12.418,0.18,-0.64,0.63,-0.11,-0.49,-0.08,1007.38
12.582,0.61,-0.62,0.50,-1.56,-1.61,-1.07,1007.45
12.788,0.81,-0.59,0.45,-0.44,-0.34,0.08,1007.38
12.984,0.87,-0.62,0.39,0.05,0.42,0.41,1007.49
13.188,0.42,-0.64,0.56,0.86,1.66,1.20,1007.35
13.475,0.42,-0.64,0.56,-0.35,0.77,0.60,1007.35
13.593,0.63,-0.67,0.81,-1.62,-1.39,-0.85,1007.45
13.784,0.74,-0.60,0.42,1.62,-1.67,-2.05,1007.45
13.984,0.76,-0.57,0.41,0.23,0.00,-0.08,1007.40
14.198,0.38,-0.59,0.47,1.70,3.30,1.24,1007.52
14.418,0.39,-0.67,0.62,-0.17,0.83,0.50,1007.50
14.589,0.18,-0.54,0.56,0.02,-0.43,-0.80,1007.51
14.785,0.63,-0.51,0.54,1.21,-1.10,-2.28,1007.51
14.986,0.81,-0.56,0.45,-0.31,-0.60,0.27,1007.45
15.186,0.76,-0.68,0.54,0.05,3.38,2.07,1007.54
15.386,0.36,-0.62,0.59,0.04,0.85,0.49,1007.54
15.477,0.30,-0.62,0.66,0.25,0.66,0.28,1007.47
15.778,0.65,-0.59,0.52,-0.75,-2.56,-1.14,1007.47
15.988,0.76,-0.57,0.43,0.25,0.14,-0.23,1007.50
16.201,0.99,-0.64,0.57,0.08,1.30,0.56,1007.52
16.388,0.38,-0.66,0.64,0.15,1.63,0.54,1007.48
16.588,0.09,-0.53,0.62,-0.24,-0.12,0.03,1007.50
16.789,0.68,-0.56,0.52,-1.77,-2.89,-2.62,1007.53
16.989,0.76,-0.56,0.44,0.19,0.11,-0.07,1007.42
17.204,0.90,-0.79,0.57,0.03,2.37,1.29,1007.53
17.39,0.33,-0.50,0.60,-0.47,1.51,0.92,1007.52
17.589,0.07,-0.56,0.73,0.09,-0.58,0.19,1007.49
17.74,0.31,-0.73,0.62,-1.45,-1.44,-0.21,1007.52
18.01,0.31,-0.73,0.62,-1.45,-1.44,-0.21,1007.55
18.201,0.74,-0.60,0.44,-0.06,0.04,0.01,1007.52
18.394,0.47,-0.64,0.53,0.97,3.30,1.18,1007.49
18.591,0.22,-0.60,0.68,-0.19,0.62,0.31,1007.46
18.791,0.33,-0.70,0.60,-0.16,-2.08,0.52,1007.47
19.005,0.55,-0.58,0.49,0.69,-1.45,-2.04,1007.59
19.192,0.74,-0.56,0.44,-0.45,0.18,0.14,1007.47
19.397,0.55,-0.48,0.40,0.19,3.28,1.97,1007.44
19.592,0.50,-0.67,0.54,0.44,0.49,0.34,1007.57
19.793,0.42,-0.64,0.61,-0.03,0.02,0.18,1007.60
19.982,0.39,-0.69,0.61,0.46,0.13,0.18,1007.55
20.251,0.38,-0.67,0.62,0.46,0.13,0.18,1007.55
20.415,0.42,-0.67,0.64,-0.00,-0.12,-0.01,1007.47
20.599,0.40,-0.69,0.64,0.13,0.17,-0.12,1007.48
