time,x,y,z,gx,gy,gz,barometer
0.181,0.23,-0.43,0.84,0.02,-0.01,0.00,1007.40
0.426,0.23,-0.42,0.85,0.01,0.01,-0.00,1007.53
0.57,0.24,-0.41,0.83,0.03,-0.01,-0.02,1007.44
0.775,0.23,-0.42,0.84,0.01,0.01,0.00,1007.37
1.019,0.17,-0.43,0.88,0.02,0.16,0.06,1007.33
1.234,0.16,-0.48,0.84,-0.02,0.34,0.21,1007.33
1.435,0.19,-0.45,0.87,-0.10,0.16,0.06,1007.46
1.6,0.10,-0.38,0.81,0.16,0.00,0.08,1007.43
1.823,0.08,-0.50,0.84,-0.14,-0.03,0.28,1007.43
1.999,0.14,-0.47,0.89,0.01,-0.06,-0.14,1007.40
2.167,0.06,-0.40,0.84,0.07,0.20,-0.27,1007.42
2.391,0.09,-0.56,0.79,-0.28,-0.43,0.15,1007.38
2.563,0.10,-0.49,0.92,-0.01,0.25,0.35,1007.37
2.769,-0.01,-0.37,0.71,0.81,0.03,-1.19,1007.41
2.981,0.58,-0.57,0.67,-0.20,-3.74,0.71,1007.52
3.19,0.63,-0.80,0.82,-1.15,1.38,1.96,1007.50
3.399,0.28,-0.65,0.77,0.72,1.05,0.04,1007.48
3.585,0.17,-0.45,0.72,0.86,1.14,-1.75,1007.49
3.77,0.24,-0.65,0.70,-0.90,-1.21,-0.17,1007.46
3.89,0.32,-0.32,0.82,1.34,-1.21,-1.79,1007.45
4.206,0.40,-0.39,0.77,1.34,-1.21,-1.79,1007.45
4.379,0.56,-0.57,0.52,1.12,2.17,1.21,1007.37
4.593,0.17,-0.65,0.69,1.13,0.64,0.21,1007.31
4.799,0.03,-0.52,0.66,1.19,0.21,-0.94,1007.57
4.965,0.33,-0.33,0.77,1.21,-1.75,-1.98,1007.46
5.165,0.74,-0.58,0.59,-0.88,-2.17,0.84,1007.58
5.379,0.73,-0.76,0.70,-0.79,2.44,2.84,1007.58
5.569,0.22,-0.58,0.71,1.33,1.92,0.27,1007.38
5.785,0.10,-0.60,0.72,1.30,0.65,-1.07,1007.51
5.989,0.43,-0.48,0.70,1.36,-2.13,-0.77,1007.37
6.133,0.62,-0.58,0.57,-0.63,-1.73,0.43,1007.46
6.4,0.70,-0.63,0.56,-0.73,-1.35,1.53,1007.37
6.566,0.19,-0.67,0.59,1.23,0.74,0.18,1007.37
6.774,0.09,-0.54,0.75,1.34,0.44,-1.40,1007.46
6.995,0.46,-0.50,0.66,1.71,-3.28,-0.44,1007.41
7.185,0.71,-0.63,0.58,-0.76,-0.68,0.31,1007.43
7.393,0.80,-0.85,0.73,-0.41,2.33,3.56,1007.44
7.599,0.27,-0.65,0.64,-0.09,0.49,0.47,1007.38
7.767,0.17,-0.65,0.69,0.58,0.33,-0.79,1007.45
7.99,0.40,-0.48,0.75,1.58,-1.40,-2.36,1007.34
8.168,0.67,-0.64,0.50,-0.70,-1.94,1.34,1007.35
8.374,0.83,-0.90,0.67,-0.74,2.15,3.51,1007.44
8.656,0.83,-0.90,0.67,0.23,2.35,0.99,1007.44
8.798,0.16,-0.57,0.57,0.88,-0.63,-1.62,1007.40
8.999,0.68,-0.71,0.47,0.28,-1.71,-0.68,1007.39
9.21,0.64,-0.73,0.40,-0.45,-1.72,2.39,1007.39
9.378,0.45,-0.84,0.47,0.80,3.38,0.65,1007.46
9.614,0.22,-0.73,0.56,1.95,0.67,1.90,1007.46
9.775,0.12,-0.67,0.59,0.93,-0.11,-0.64,1007.41
9.998,0.53,-0.56,0.70,0.73,-1.19,-1.83,1007.41
10.193,0.71,-0.61,0.57,-0.87,-2.08,1.31,1007.38
10.401,0.45,-0.71,0.45,1.99,2.25,1.18,1007.36
10.609,0.26,-0.68,0.66,0.37,0.75,0.03,1007.36
10.688,0.16,-0.59,0.74,1.00,0.96,-0.59,1007.36
11.027,0.16,-0.59,0.74,1.00,0.96,-0.59,1007.50
11.193,0.76,-0.72,0.51,-0.15,-0.02,0.79,1007.33
11.397,0.43,-0.72,0.67,0.52,1.58,1.56,1007.45
11.605,0.28,-0.72,0.65,0.38,0.30,0.01,1007.44
11.799,0.48,-0.65,0.51,1.05,-2.50,-3.32,1007.44
12.009,0.56,-0.79,0.51,0.49,-1.04,-0.70,1007.40
12.185,0.86,-0.76,0.62,-0.75,-0.68,0.89,1007.40
12.411,0.51,-0.67,0.59,-0.21,1.24,0.41,1007.38
12.596,0.18,-0.73,0.68,0.90,0.93,-0.18,1007.39
12.802,0.09,-0.61,0.64,1.17,-0.62,-1.21,1007.40
12.926,0.45,-0.47,0.72,1.49,-1.86,-3.49,1007.45
13.217,0.75,-0.64,0.55,-0.92,-0.72,0.72,1007.41
13.398,0.50,-0.73,0.57,0.21,1.44,2.22,1007.36
13.61,0.21,-0.69,0.65,-0.15,0.56,0.04,1007.48
13.792,0.10,-0.55,0.59,1.68,0.21,-1.23,1007.45
13.999,0.48,-0.51,0.76,0.75,-1.72,0.33,1007.40
14.198,0.87,-0.65,0.62,-1.29,-0.92,1.01,1007.51
14.39,0.29,-0.73,0.56,2.67,1.67,1.32,1007.38
14.599,0.08,-0.57,0.69,1.17,0.86,-0.79,1007.43
14.807,-0.04,-0.47,0.59,1.66,-1.18,-3.73,1007.61
14.99,0.55,-0.54,0.58,-1.03,-3.53,1.04,1007.39
15.187,0.82,-0.70,0.51,-0.20,0.83,0.35,1007.45
15.414,0.73,-0.66,0.50,-0.20,0.83,0.35,1007.45
15.599,0.35,-0.72,0.60,0.48,1.09,-0.45,1007.38
15.814,-0.03,-0.56,0.65,1.22,-1.42,-2.81,1007.32
16.021,0.48,-0.57,0.55,0.02,-2.31,0.47,1007.41
16.231,0.84,-0.69,0.57,-1.33,-0.73,0.71,1007.42
16.4,0.34,-0.64,0.72,0.30,2.43,1.90,1007.42
16.62,0.29,-0.72,0.65,1.20,1.27,0.35,1007.41
16.815,0.15,-0.62,0.66,1.56,-0.30,-2.28,1007.41
17.025,0.44,-0.54,0.77,0.31,-1.44,0.23,1007.45
17.222,0.77,-0.70,0.57,-1.24,-0.26,1.60,1007.45
17.429,0.31,-0.65,0.71,0.24,1.99,1.63,1007.40
17.714,0.27,-0.64,0.72,-0.05,2.48,1.11,1007.40
17.796,0.07,-0.39,0.75,0.94,-0.72,-2.37,1007.42
18.034,0.81,-0.62,0.78,-0.56,-2.96,1.11,1007.34
18.21,0.34,-0.63,0.74,-0.64,0.83,1.13,1007.36
18.363,0.36,-0.42,0.84,0.57,1.10,0.26,1007.35
18.631,0.30,-0.46,0.77,0.09,0.42,-0.09,1007.47
18.793,0.17,-0.51,0.82,-0.15,0.03,-0.08,1007.42
19.017,0.17,-0.60,0.78,-0.08,0.36,-0.32,1007.46
19.169,0.12,-0.51,0.83,0.08,-0.11,-0.01,1007.33
19.397,0.16,-0.47,0.86,0.13,0.01,-0.21,1007.40
19.599,0.16,-0.48,0.83,0.12,-0.23,-0.17,1007.37
19.702,0.16,-0.49,0.84,-0.26,0.06,-0.10,1007.39
19.998,0.15,-0.51,0.84,0.05,-0.06,0.04,1007.42
