time,x,y,z
0.017,-0.03,-0.06,-0.06
0.020,0.06,-0.02,-0.05
0.035,0.08,-0.01,-0.01
0.048,0.04,-0.02,-0.01
0.051,-0.02,-0.05,-0.01
0.072,-0.04,-0.05,0.00
0.086,-0.01,-0.04,-0.04
0.097,0.00,-0.03,-0.03
0.100,0.02,-0.03,-0.03
0.115,-0.00,-0.01,-0.04
0.127,-0.01,0.00,-0.04
0.143,-0.00,-0.00,-0.03
0.150,-0.00,-0.03,-0.02
0.169,0.00,-0.04,-0.01
0.172,0.01,-0.04,0.00
0.185,-0.00,-0.02,0.01
0.195,-0.02,-0.01,0.02
0.209,-0.02,0.02,0.02
0.215,-0.01,0.04,0.03
0.230,0.01,0.05,-0.00
0.243,0.01,0.02,0.02
0.250,0.00,0.03,0.03
0.274,0.00,0.02,0.03
0.278,0.00,-0.00,0.03
0.289,0.01,0.00,0.02
0.301,0.01,-0.01,0.01
0.315,-0.01,-0.03,-0.00
0.326,-0.01,-0.03,-0.00
0.335,-0.01,-0.03,-0.02
0.350,0.01,-0.04,-0.03
0.350,0.01,-0.04,-0.03
0.377,0.01,-0.05,-0.03
0.384,0.01,-0.06,-0.03
0.391,0.00,-0.03,-0.03
0.410,0.01,-0.06,-0.06
0.415,0.01,-0.07,-0.05
0.430,0.00,-0.09,-0.03
0.444,-0.00,-0.03,-0.04
0.450,-0.00,-0.00,-0.05
0.472,0.00,-0.00,-0.05
0.476,-0.02,-0.03,-0.04
0.486,-0.03,-0.03,-0.03
0.486,-0.03,-0.03,-0.03
0.486,-0.03,-0.03,-0.03
0.545,-0.02,-0.03,-0.03
0.545,-0.02,-0.03,-0.03
0.545,-0.02,-0.03,-0.03
0.556,-0.01,0.03,0.01
0.566,0.01,0.02,0.02
0.580,0.01,0.02,0.03
0.585,0.00,0.03,0.02
0.606,0.01,0.03,0.03
0.619,-0.01,0.06,0.04
0.629,-0.01,0.03,0.04
0.635,-0.00,-0.01,0.04
0.650,-0.01,0.00,0.02
0.670,-0.01,0.00,0.02
0.673,-0.02,0.01,0.02
0.685,-0.00,-0.01,-0.00
0.695,0.00,-0.03,0.01
0.709,0.01,-0.04,0.01
0.715,-0.00,-0.05,-0.00
0.730,-0.01,-0.10,0.00
0.743,0.01,-0.10,-0.01
0.750,-0.00,-0.05,-0.03
0.771,0.00,-0.05,-0.04
0.776,0.03,-0.06,-0.11
0.785,0.04,-0.10,-0.16
0.800,0.06,-0.13,-0.28
0.811,0.11,-0.19,-0.39
0.826,0.17,-0.34,-0.55
0.835,0.17,-0.58,-0.76
0.845,0.04,-0.79,-0.85
0.850,0.01,-0.93,-0.91
0.873,-0.04,-1.07,-1.00
0.880,-0.18,-1.90,-1.51
0.892,-0.22,-2.04,-1.52
0.902,-0.13,-1.96,-1.49
0.915,0.44,-1.37,-1.36
0.928,0.88,-1.01,-1.25
0.944,1.21,-0.48,-1.08
0.950,1.26,-0.50,-1.06
0.971,1.19,-0.59,-1.03
0.974,0.95,-0.76,-0.95
0.985,0.27,-1.07,-0.65
0.985,0.27,-1.07,-0.65
0.985,0.27,-1.07,-0.65
1.045,0.22,-1.15,-0.63
1.045,0.22,-1.15,-0.63
1.045,0.22,-1.15,-0.63
1.056,0.27,-1.00,-0.57
1.067,0.14,-0.67,-0.43
1.079,0.13,-0.56,-0.37
1.085,0.13,-0.64,-0.33
1.107,0.11,-0.73,-0.31
1.111,0.20,-0.83,-0.13
1.127,0.25,-0.76,-0.13
1.135,0.29,-0.76,-0.07
1.150,0.22,-0.69,0.02
1.150,0.22,-0.69,0.02
1.172,0.19,-0.70,0.03
1.184,0.20,-0.94,0.06
1.195,0.26,-0.86,0.10
1.210,0.30,-0.79,0.16
1.215,0.20,-0.74,0.17
1.230,0.09,-0.63,0.20
1.243,0.11,-0.65,0.21
1.250,0.12,-0.57,0.20
1.276,0.11,-0.50,0.19
1.276,0.11,-0.50,0.19
1.290,0.01,-0.63,0.23
1.301,0.06,-0.55,0.18
1.312,0.11,-0.45,0.10
1.327,0.09,-0.55,0.07
1.335,0.02,-0.47,0.02
1.346,-0.04,-0.41,0.01
1.350,-0.04,-0.40,0.02
1.376,-0.02,-0.43,0.05
1.380,0.08,-0.47,0.04
1.392,0.07,-0.44,0.00
1.402,0.02,-0.42,0.02
1.415,0.08,-0.42,-0.02
1.427,0.07,-0.41,-0.06
1.435,0.05,-0.28,-0.06
1.450,0.02,-0.23,-0.02
1.473,0.02,-0.21,-0.02
1.473,0.02,-0.21,-0.02
1.485,0.03,-0.14,-0.05
1.486,0.05,-0.13,-0.06
1.486,0.05,-0.13,-0.06
1.550,0.07,-0.11,-0.08
1.550,0.07,-0.11,-0.08
1.550,0.07,-0.11,-0.08
1.554,0.02,-0.06,-0.08
1.569,0.01,0.00,0.03
1.578,0.05,-0.02,0.04
1.585,0.05,-0.00,0.01
1.605,0.03,0.01,-0.00
1.615,-0.03,-0.02,0.01
1.626,-0.00,-0.03,0.02
1.635,0.02,0.03,0.03
1.645,0.02,0.06,0.03
1.650,0.00,0.08,0.04
1.671,-0.02,0.09,0.04
1.683,-0.05,0.20,0.02
1.693,-0.11,0.25,0.06
1.709,-0.11,0.27,0.06
1.715,-0.11,0.33,0.07
1.727,-0.13,0.42,0.10
1.743,-0.19,0.53,0.06
1.750,-0.26,0.78,0.10
1.773,-0.32,0.92,0.16
1.775,-0.38,1.01,0.25
1.786,-0.72,1.26,0.79
1.797,-0.96,1.44,1.33
1.811,-0.86,1.50,1.38
1.815,-0.73,1.46,1.25
1.831,-0.56,1.46,0.86
1.846,-0.60,1.55,0.72
1.850,-0.64,1.68,0.68
1.879,-0.65,1.79,0.65
1.879,-0.65,1.79,0.65
1.886,-0.30,2.43,0.51
1.901,-0.14,2.55,0.49
1.916,-0.09,2.60,0.49
1.921,-0.09,2.57,0.67
1.938,-0.10,2.59,0.81
1.954,-0.03,2.83,1.02
1.957,0.05,2.90,1.09
1.979,0.09,2.90,1.10
1.983,0.19,3.05,1.19
1.993,0.20,3.12,1.25
1.993,0.20,3.12,1.25
1.993,0.20,3.12,1.25
2.050,0.20,3.15,1.30
2.050,0.20,3.15,1.30
2.053,0.23,3.13,1.45
2.063,0.80,1.81,0.77
2.075,0.23,1.54,0.74
2.085,-0.08,1.97,1.05
2.108,-0.23,2.16,1.21
2.111,-0.27,2.15,1.43
2.126,0.12,2.07,1.41
2.135,0.71,2.18,1.27
2.145,0.86,2.22,1.11
2.150,0.84,2.22,1.00
2.184,0.75,2.23,0.95
2.184,0.75,2.23,0.95
2.192,0.34,2.23,0.70
2.203,-0.25,2.48,0.62
2.216,-0.17,2.45,0.59
2.223,-0.14,1.96,0.57
2.238,-0.19,2.02,0.66
2.253,0.00,2.21,0.66
2.255,0.17,1.95,0.52
2.278,0.19,1.81,0.44
2.282,0.26,1.55,0.31
2.300,0.46,1.24,0.08
2.309,0.31,1.19,0.05
2.315,0.20,1.84,0.08
2.330,0.32,1.93,-0.01
2.343,0.39,1.76,-0.11
2.350,0.45,1.53,-0.16
2.376,0.47,1.39,-0.16
2.378,0.45,1.22,-0.17
2.390,0.14,1.23,0.02
2.401,0.19,1.47,0.05
2.413,0.38,1.22,-0.04
2.428,0.47,0.99,-0.08
2.435,0.50,0.93,-0.09
2.447,0.45,0.90,-0.14
2.450,0.40,0.79,-0.14
2.479,0.33,0.67,-0.14
2.482,0.18,0.65,-0.04
2.485,0.18,0.48,-0.03
2.485,0.18,0.48,-0.03
2.485,0.18,0.48,-0.03
2.560,0.19,0.38,-0.04
2.560,0.19,0.38,-0.04
2.560,0.19,0.38,-0.04
2.564,0.05,0.37,0.04
2.575,0.25,-0.28,-0.18
2.589,0.12,-0.14,-0.04
2.602,0.08,-0.52,-0.06
2.605,0.01,-0.15,-0.02
2.605,0.01,-0.15,-0.02
2.641,0.06,0.08,-0.03
2.645,0.16,-0.09,-0.12
2.659,0.29,-0.67,-0.16
2.665,0.35,-1.01,-0.17
2.680,0.81,-0.49,-0.28
2.685,1.10,-0.52,-0.39
2.709,1.44,-0.62,-0.54
2.713,2.57,-2.40,-1.11
2.723,2.67,-2.91,-1.09
2.735,2.05,-1.54,-0.66
2.750,0.54,-0.54,-0.25
2.750,0.54,-0.54,-0.25
2.750,0.54,-0.54,-0.25
2.795,0.16,-0.45,-0.22
2.795,0.16,-0.45,-0.22
2.807,-0.40,-2.45,0.35
2.815,-0.30,-1.92,0.19
2.831,0.10,-1.72,-0.28
2.835,0.35,-1.72,-0.53
2.852,0.31,-0.92,-0.63
2.852,0.31,-0.92,-0.63
2.879,0.18,-0.78,-0.72
2.892,-0.06,-1.36,-0.61
2.900,-0.23,-1.79,-0.50
2.911,-0.55,-2.17,-0.28
2.927,-0.83,-2.56,0.04
2.935,-1.27,-1.96,0.43
2.945,-1.16,-0.91,0.49
2.950,-0.92,-0.65,0.32
2.977,-0.60,-0.54,0.16
2.981,0.16,-0.63,0.20
2.991,-0.31,-0.84,0.27
2.991,-0.31,-0.84,0.27
2.991,-0.31,-0.84,0.27
3.057,-0.61,-1.00,0.25
3.057,-0.61,-1.00,0.25
3.057,-0.61,-1.00,0.25
3.062,-1.48,-1.67,0.23
3.077,-0.12,-0.85,-0.64
3.085,-0.27,-1.10,-0.83
3.095,-0.41,-1.36,-0.93
3.100,-0.51,-1.40,-0.94
3.125,-0.64,-1.47,-0.95
3.128,-0.60,-1.75,-1.13
3.146,-0.42,-1.31,-0.66
3.150,-0.61,-1.15,-0.65
3.175,-0.30,-1.09,-0.72
3.178,0.85,-0.94,-0.94
3.187,0.34,-1.18,-0.82
3.200,-0.30,-1.26,-0.71
3.215,0.20,-1.40,-1.02
3.228,0.31,-1.53,-1.05
3.235,0.10,-1.84,-0.93
3.247,-0.49,-1.49,-0.29
3.250,-0.83,-1.30,-0.01
3.277,-0.90,-1.12,0.02
3.282,0.78,-1.02,-0.54
3.295,-0.04,-1.54,-0.48
3.300,-0.49,-1.68,-0.38
3.316,-0.75,-1.63,-0.30
3.330,-0.56,-1.51,-0.23
3.346,0.29,-1.21,-0.17
3.350,0.49,-1.20,-0.23
3.350,0.49,-1.20,-0.23
3.386,0.52,-1.18,-0.29
3.388,0.48,-1.16,-0.37
3.396,-0.37,-1.17,-0.69
3.408,-0.24,-1.30,-0.74
3.422,0.05,-1.42,-0.68
3.433,0.13,-1.49,-0.66
3.447,0.20,-1.61,-0.57
3.450,0.14,-1.52,-0.47
3.479,0.12,-1.46,-0.44
3.480,0.10,-1.40,-0.44
3.491,0.07,-0.79,-0.38
3.491,0.07,-0.79,-0.38
3.491,0.07,-0.79,-0.38
3.547,0.05,-0.65,-0.38
3.547,0.05,-0.65,-0.38
3.550,-0.04,-0.44,-0.40
3.565,0.22,-1.29,-0.40
3.578,0.30,-1.27,-0.35
3.585,0.35,-1.21,-0.30
3.585,0.35,-1.21,-0.30
3.615,0.33,-1.20,-0.28
3.619,0.20,-0.84,-0.24
3.630,0.18,-0.67,-0.17
3.645,0.23,-0.63,-0.17
3.650,0.29,-0.68,-0.19
3.665,0.35,-0.88,-0.19
3.665,0.35,-0.88,-0.19
3.693,0.35,-0.98,-0.19
3.698,0.32,-0.94,-0.17
3.710,0.34,-0.63,-0.18
3.720,0.29,-0.48,-0.18
3.735,0.22,-0.49,-0.18
3.746,0.17,-0.58,-0.16
3.750,0.16,-0.64,-0.14
3.775,0.17,-0.67,-0.13
3.779,0.27,-0.74,-0.10
3.796,0.34,-0.87,-0.01
3.800,0.36,-0.82,0.02
3.815,0.31,-0.67,0.03
3.828,0.21,-0.46,0.03
