time,x,y,z,gx,gy,gz,barometer
14.329,0.34,-0.42,0.73,-1.03,-0.55,1.10,1007.34
14.466,0.37,-0.45,0.79,-0.24,0.08,-0.11,1007.36
14.654,0.42,-0.53,0.82,-0.11,-0.00,-0.00,1007.43
14.812,0.32,-0.45,0.77,0.11,0.16,0.05,1007.35
14.977,0.31,-0.49,0.78,0.16,0.03,-0.19,1007.53
15.154,0.26,-0.47,0.82,0.02,-0.02,-0.16,1007.39
15.331,0.25,-0.43,0.80,0.03,0.05,-0.19,1007.39
15.401,0.25,-0.43,0.80,0.14,0.10,-0.01,1007.45
15.664,0.27,-0.42,0.82,-0.02,-0.01,-0.06,1007.44
15.833,0.26,-0.43,0.83,0.18,0.00,0.01,1007.44
15.998,0.26,-0.41,0.84,0.14,0.10,0.08,1007.35
