time,x,y,z,gx,gy,gz,barometer
6.66,0.33,-0.63,0.78,-0.01,0.32,-0.17,1007.43
6.872,0.32,-0.76,0.66,-0.19,-1.93,-1.51,1007.44
6.986,0.34,-0.59,0.67,-4.42,2.81,-3.72,1007.45
7.172,0.30,-0.23,1.07,-0.38,2.80,-1.34,1007.42
7.299,0.39,-0.39,0.70,-0.78,1.89,-2.25,1007.36
7.47,0.04,-1.24,0.90,-0.68,-0.55,-1.78,1007.43
7.665,0.34,-0.56,0.81,0.96,0.11,-0.06,1007.35
7.83,0.30,-0.55,0.77,0.07,0.16,-0.11,1007.38
7.966,0.28,-0.54,0.81,0.07,-0.49,-0.74,1007.38
8.134,0.56,-0.89,0.83,-0.26,-4.52,-2.55,1007.52
8.265,0.47,-1.44,1.03,-2.56,0.73,-0.08,1007.22
8.629,0.02,-0.96,0.46,-2.56,0.73,-0.08,1007.22
8.643,1.32,-0.23,0.60,1.22,1.06,0.09,1007.39
8.819,1.00,-0.49,-0.74,-0.04,0.25,-5.09,1007.45
9.022,0.37,-0.66,0.70,0.29,-0.03,-0.03,1007.47
9.169,0.33,-0.58,0.75,0.12,0.00,-0.21,1007.40
9.302,0.42,-0.52,0.75,-0.15,-1.02,-0.92,1007.48
9.499,0.01,-1.41,0.99,-4.09,-0.67,-0.90,1007.57
9.688,-0.08,-1.13,0.27,1.49,1.02,4.07,1007.47
9.802,1.24,-1.15,0.66,-0.05,1.70,2.92,1007.37
9.998,1.28,-0.04,0.42,0.76,0.20,-1.51,1007.35
10.165,0.48,-0.59,0.82,-0.94,0.13,-0.07,1007.45
10.331,0.34,-0.53,0.77,0.08,0.11,-0.14,1007.41
10.491,0.31,-0.51,0.78,0.09,0.01,-0.33,1007.41
10.51,0.31,-0.51,0.78,0.06,-0.20,-0.26,1007.41
10.847,0.28,-0.56,0.86,0.06,-0.20,-0.26,1007.41
10.98,0.26,-0.74,0.96,-1.53,2.46,4.36,1007.48
11.171,1.34,-0.54,1.14,1.03,0.89,1.22,1007.31
11.299,0.55,-0.51,0.52,3.53,0.02,-0.36,1007.41
11.499,0.31,-0.51,0.78,0.05,0.06,-0.14,1007.36
11.702,0.31,-0.51,0.79,-0.02,-0.22,-0.39,1007.50
11.806,0.36,-0.63,0.88,-0.13,-1.95,-1.13,1007.35
12.007,0.01,-1.21,0.52,-2.31,2.74,-0.65,1007.41
12.161,0.41,-0.73,0.70,-1.02,2.08,3.53,1007.41
12.304,1.30,-0.61,1.10,-0.58,2.12,2.30,1007.45
12.499,0.90,-0.30,0.29,6.10,-0.24,-0.64,1007.35
12.657,0.35,-0.53,0.79,0.17,-0.09,0.08,1007.45
12.785,0.32,-0.51,0.77,0.04,0.10,-0.12,1007.43
13.143,0.32,-0.51,0.77,0.04,0.10,-0.12,1007.47
13.165,0.51,-0.53,0.79,-3.91,4.25,-3.49,1007.57
13.305,0.30,-0.39,0.77,-3.00,2.85,-3.30,1007.43
13.49,0.23,-0.51,0.95,-0.90,2.71,-1.55,1007.36
13.676,0.60,-0.46,0.52,-0.85,2.37,-2.14,1007.37
13.851,0.39,-0.38,0.82,1.41,-0.19,-0.80,1007.46
13.983,0.34,-0.53,0.78,0.07,-0.00,-0.02,1007.37
14.165,0.32,-0.52,0.77,0.04,0.19,-0.32,1007.50
14.299,0.31,-0.53,0.83,0.01,-1.16,-0.83,1007.40
14.49,1.26,-1.37,0.87,-0.49,-5.37,-2.09,1007.38
14.67,-0.18,-0.87,0.47,1.55,1.90,2.64,1007.44
14.87,1.60,-0.63,1.02,-1.81,2.32,4.91,1007.51
14.973,1.30,-0.45,0.18,0.68,1.17,-4.34,1007.46
15.053,0.30,-0.60,0.19,0.68,1.17,-4.34,1007.36
15.4,0.30,-0.60,0.19,2.38,2.06,-1.06,1007.36
15.496,0.36,-0.47,0.80,-0.07,-1.00,-0.68,1007.30
15.637,0.95,-0.69,0.85,-1.57,2.27,-1.71,1007.40
15.822,0.15,-0.98,0.36,4.12,2.24,2.31,1007.47
15.965,0.92,-1.14,0.43,-0.61,1.16,3.80,1007.36
16.153,1.49,-0.15,0.41,0.43,0.95,0.01,1007.42
16.323,0.52,-0.30,0.65,-0.53,0.02,-0.07,1007.47
16.49,0.34,-0.50,0.77,0.08,0.06,-0.03,1007.42
16.696,0.32,-0.49,0.81,-0.01,-0.39,-0.36,1007.46
16.823,0.46,-0.63,0.80,-0.11,-2.86,-1.55,1007.47
16.999,-0.05,-1.22,0.68,-7.93,0.54,-1.24,1007.43
17.17,-0.06,-0.78,0.65,-2.85,1.83,3.94,1007.34
17.29,1.37,-0.53,1.00,-1.67,2.16,2.32,1007.50
17.663,1.37,-0.53,1.00,0.52,-0.01,1.75,1007.50
17.663,1.37,-0.53,1.00,0.52,-0.01,1.75,1007.50
17.817,0.36,-0.49,0.79,0.01,-0.24,-0.24,1007.44
17.98,0.46,-0.47,0.69,-0.17,-1.85,-0.98,1007.47
18.152,0.31,-1.35,1.00,-1.25,-2.75,-0.10,1007.41
18.32,0.05,-0.79,0.45,-1.24,1.49,3.11,1007.46
18.492,1.03,-0.53,0.96,-1.59,1.47,3.05,1007.49
18.632,1.22,0.02,0.74,-0.81,0.60,-2.36,1007.44
18.827,0.35,-0.21,0.90,3.54,0.12,-0.23,1007.41
18.953,0.37,-0.47,0.78,0.15,0.07,-0.01,1007.48
19.16,0.35,-0.48,0.78,-0.02,0.16,-0.12,1007.33
19.322,0.33,-0.48,0.78,0.10,-0.27,-0.18,1007.28
19.443,0.51,-0.61,0.67,-0.36,0.10,-2.43,1007.46
19.568,0.42,-0.72,0.48,-2.17,3.37,-3.31,1007.38
19.986,0.42,-0.72,0.48,-4.70,3.65,-3.83,1007.38
19.992,0.19,-0.40,0.88,-2.09,3.27,-2.91,1007.39
20.154,0.40,-0.59,0.70,-0.19,0.15,0.00,1007.21
20.325,0.39,-0.48,0.59,-0.01,0.26,-0.01,1007.26
20.526,0.40,-0.57,0.75,0.15,-0.20,-0.22,1007.41
20.663,0.39,-0.48,0.81,0.15,-0.15,-0.09,1007.38
20.823,-0.06,-1.19,1.46,-0.60,-3.49,-1.65,1007.39
20.955,-0.10,-0.81,0.60,2.36,2.02,-0.59,1007.38
21.158,0.63,-0.95,0.81,-0.86,2.13,1.95,1007.30
21.33,1.14,-0.22,0.45,-0.46,0.68,-1.28,1007.39
21.47,0.44,-0.03,0.38,2.75,-2.94,0.87,1007.45
21.642,0.33,-0.52,0.71,-0.04,0.08,0.22,1007.47
21.853,0.36,-0.54,0.77,0.10,-0.12,-0.14,1007.33
21.853,0.36,-0.54,0.77,0.10,-0.12,-0.14,1007.33
22.16,0.34,-0.55,0.73,0.10,-0.12,-0.14,1007.33
22.316,0.22,-0.48,0.48,2.13,-0.55,0.80,1007.39
22.49,0.48,-0.99,0.63,-0.24,0.92,2.77,1007.43
22.66,0.86,-0.79,0.71,-0.31,0.26,0.89,1007.44
22.827,0.64,-0.40,0.85,-0.44,-0.90,0.14,1007.45
22.975,0.13,-0.61,0.49,1.21,-0.35,-0.25,1007.36
23.169,0.35,-0.58,0.73,0.17,0.04,0.00,1007.39
23.306,0.34,-0.52,0.77,0.06,-0.04,-0.01,1007.37
23.493,0.37,-0.50,0.77,0.03,0.01,0.06,1007.36
23.683,0.64,-1.00,0.70,0.28,-0.70,-2.32,1007.48
23.847,-0.22,-0.76,0.54,2.13,0.40,1.53,1007.40
23.98,0.72,-0.85,0.68,-0.22,1.42,2.52,1007.37
24.06,0.75,-0.47,0.82,-0.32,1.50,1.71,1007.18
24.41,0.95,-0.46,0.80,-0.32,1.50,1.71,1007.18
24.498,0.31,-0.60,0.78,1.08,-0.35,-0.24,1007.36
24.674,0.36,-0.53,0.75,0.31,0.04,-0.42,1007.43
24.765,0.36,-0.54,0.72,-0.04,0.20,0.02,1007.40
24.988,-0.76,-1.45,1.00,-8.12,-1.31,-0.85,1007.41
25.156,0.14,-0.98,0.72,-3.08,1.51,3.88,1007.43
25.392,1.26,-0.32,0.66,-0.09,0.89,1.64,1007.44
25.49,-0.06,-1.18,1.12,2.26,-0.76,-0.79,1007.36
25.659,0.30,-0.65,0.74,0.90,-0.15,-0.30,1007.27
25.81,0.39,-0.49,0.78,0.23,0.00,-0.06,1007.37
26.022,0.46,-0.73,0.64,-0.18,-0.05,-0.22,1007.52
26.128,0.29,-1.11,0.99,-4.52,0.91,-2.83,1007.44
26.305,0.16,-0.83,0.51,-1.34,0.78,3.10,1007.42
26.654,0.47,-0.94,0.57,-1.34,0.78,3.10,1007.42
26.656,0.47,-0.94,0.57,0.52,0.89,2.53,1007.42
26.827,0.38,-0.75,0.79,0.95,-1.97,-1.12,1007.41
27.012,0.39,-0.49,0.77,0.46,-0.13,-0.23,1007.51
27.168,0.38,-0.60,0.74,0.15,-0.06,0.05,1007.39
27.319,0.36,-0.72,0.78,0.16,-0.65,-0.68,1007.33
27.495,0.42,-0.78,0.75,-3.16,4.98,-2.62,1007.49
27.69,0.10,-0.69,0.48,1.13,3.37,-1.12,1007.50
27.82,0.41,-0.57,0.92,-1.74,1.17,-0.99,1007.29
27.99,0.31,-0.67,0.90,1.42,0.04,0.16,1007.40
28.139,0.38,-0.51,0.79,0.53,-0.16,-0.27,1007.45
28.302,0.37,-0.50,0.77,-0.02,-0.05,0.04,1007.52
28.479,0.40,-0.53,0.74,-0.02,0.07,-0.06,1007.57
28.57,0.46,-0.48,0.69,-0.55,1.01,-0.98,1007.42
28.933,0.46,-0.48,0.69,-0.55,1.01,-0.98,1007.47
28.986,0.35,-0.56,0.72,0.05,0.10,-0.13,1007.38
29.116,0.36,-0.52,0.75,0.07,0.16,-0.03,1007.57
29.31,0.36,-0.51,0.78,0.06,-0.06,0.03,1007.48
29.487,0.35,-0.50,0.76,0.18,0.15,-0.02,1007.39
29.67,0.36,-0.50,0.75,-0.01,-0.12,-0.00,1007.44
29.806,0.36,-0.50,0.76,-0.08,0.33,-0.01,1007.50
