time,x,y,z
0.001,-0.12,0.07,0.01
0.002,-0.14,0.09,0.06
0.012,-0.16,0.09,0.08
0.013,-0.17,0.05,0.06
0.017,-0.15,0.01,0.02
0.030,-0.14,-0.03,-0.02
0.031,-0.11,-0.07,-0.05
0.032,-0.09,-0.13,-0.07
0.035,-0.06,-0.15,-0.07
0.060,-0.05,-0.18,-0.07
0.061,-0.02,-0.19,-0.06
0.062,-0.00,-0.19,-0.05
0.063,0.01,-0.19,-0.02
0.063,-0.00,-0.20,-0.02
0.075,-0.02,-0.20,-0.02
0.076,-0.04,-0.19,-0.02
0.076,-0.06,-0.16,-0.03
0.085,-0.07,-0.12,-0.04
0.086,-0.09,-0.06,-0.06
0.095,-0.09,-0.01,-0.08
0.096,-0.08,0.04,-0.09
0.100,-0.04,0.09,-0.10
0.109,-0.01,0.10,-0.10
0.110,0.05,0.09,-0.10
0.114,0.07,0.07,-0.10
0.135,0.10,0.03,-0.10
0.136,0.11,-0.01,-0.11
0.140,0.13,-0.03,-0.11
0.141,0.11,-0.03,-0.09
0.142,0.09,-0.01,-0.06
0.160,0.09,0.01,-0.03
0.161,0.08,0.00,-0.02
0.161,0.08,0.00,0.00
0.162,0.09,0.01,0.02
0.173,0.12,0.01,0.04
0.174,0.14,0.00,0.05
0.175,0.16,-0.02,0.05
0.183,0.19,-0.02,0.06
0.186,0.22,-0.04,0.07
0.195,0.23,-0.05,0.07
0.196,0.23,-0.06,0.09
0.200,0.24,-0.05,0.11
0.210,0.22,-0.05,0.13
0.211,0.20,-0.05,0.15
0.215,0.17,-0.08,0.16
0.225,0.13,-0.12,0.17
0.226,0.12,-0.14,0.17
0.230,0.10,-0.20,0.16
0.261,0.07,-0.26,0.15
0.262,0.04,-0.33,0.15
0.262,0.01,-0.41,0.15
0.263,-0.01,-0.47,0.13
0.264,-0.03,-0.50,0.11
0.265,-0.06,-0.49,0.08
0.266,-0.08,-0.46,0.03
0.278,-0.10,-0.38,0.00
0.279,-0.11,-0.26,-0.05
0.280,-0.11,-0.16,-0.10
0.292,-0.07,-0.12,-0.12
0.293,-0.02,-0.13,-0.14
0.302,0.04,-0.18,-0.14
0.303,0.10,-0.24,-0.14
0.307,0.15,-0.27,-0.13
0.315,0.17,-0.34,-0.12
0.316,0.21,-0.39,-0.12
0.335,0.22,-0.43,-0.13
0.336,0.22,-0.47,-0.13
0.337,0.20,-0.50,-0.12
0.338,0.18,-0.54,-0.12
0.348,0.16,-0.56,-0.10
0.349,0.15,-0.58,-0.10
0.350,0.14,-0.56,-0.08
0.360,0.14,-0.50,-0.06
0.361,0.14,-0.44,-0.04
0.365,0.16,-0.39,-0.03
0.375,0.17,-0.38,-0.01
0.376,0.19,-0.38,-0.00
0.380,0.21,-0.39,-0.01
0.385,0.23,-0.41,-0.01
0.395,0.26,-0.45,-0.01
0.396,0.29,-0.50,-0.01
0.401,0.31,-0.53,-0.00
0.414,0.32,-0.57,0.01
0.415,0.32,-0.62,0.02
0.416,0.31,-0.66,0.03
0.422,0.30,-0.67,0.02
0.441,0.29,-0.68,0.01
0.443,0.27,-0.67,0.01
0.445,0.24,-0.65,-0.01
0.447,0.25,-0.64,-0.04
0.448,0.25,-0.64,-0.05
0.542,0.29,-0.63,-0.07
0.543,0.33,-0.63,-0.08
0.543,0.35,-0.65,-0.09
0.544,0.41,-0.66,-0.09
0.545,0.42,-0.69,-0.09
0.545,0.42,-0.68,-0.07
0.546,0.37,-0.63,-0.01
0.547,0.31,-0.53,0.04
0.547,0.23,-0.42,0.10
0.604,0.13,-0.36,0.12
0.605,0.07,-0.27,0.18
0.606,-0.03,-0.20,0.21
0.606,-0.09,-0.17,0.23
0.607,-0.12,-0.14,0.22
0.608,-0.12,-0.16,0.22
0.609,-0.09,-0.20,0.22
0.609,-0.03,-0.28,0.22
0.610,0.03,-0.32,0.21
0.611,0.07,-0.41,0.22
0.612,0.16,-0.47,0.22
0.612,0.23,-0.51,0.22
0.613,0.29,-0.55,0.22
0.614,0.32,-0.59,0.21
0.614,0.34,-0.63,0.22
0.615,0.34,-0.65,0.23
0.616,0.34,-0.68,0.24
0.616,0.33,-0.71,0.27
0.617,0.31,-0.73,0.29
0.618,0.30,-0.75,0.31
0.619,0.27,-0.76,0.32
0.620,0.25,-0.76,0.34
0.620,0.24,-0.76,0.34
0.621,0.22,-0.75,0.35
0.622,0.22,-0.73,0.35
0.622,0.19,-0.71,0.38
0.641,0.17,-0.71,0.41
0.643,0.15,-0.69,0.46
0.643,0.13,-0.63,0.51
0.644,0.09,-0.54,0.55
0.645,0.05,-0.44,0.57
0.658,0.02,-0.38,0.58
0.659,0.01,-0.30,0.58
0.660,0.02,-0.23,0.56
0.668,0.06,-0.18,0.53
0.671,0.13,-0.14,0.48
0.691,0.22,-0.12,0.46
0.692,0.33,-0.13,0.42
0.692,0.44,-0.13,0.40
0.693,0.49,-0.13,0.40
0.703,0.58,-0.07,0.43
0.705,0.63,0.04,0.44
0.706,0.63,0.18,0.48
0.716,0.62,0.30,0.51
0.716,0.57,0.38,0.55
0.739,0.52,0.40,0.59
0.740,0.45,0.39,0.60
0.741,0.43,0.34,0.61
0.742,0.37,0.27,0.62
0.743,0.34,0.17,0.62
0.753,0.33,0.08,0.62
0.754,0.31,0.02,0.63
0.755,0.29,0.02,0.65
0.763,0.30,0.09,0.66
0.766,0.32,0.14,0.68
0.775,0.35,0.25,0.73
0.776,0.41,0.35,0.76
0.780,0.49,0.43,0.81
0.791,0.59,0.48,0.84
0.793,0.72,0.49,0.86
0.794,0.86,0.45,0.87
0.799,1.01,0.42,0.87
0.810,1.08,0.34,0.88
0.812,1.21,0.25,0.89
0.815,1.30,0.17,0.92
0.826,1.36,0.13,0.97
0.828,1.39,0.12,1.02
0.830,1.35,0.14,1.08
0.857,1.30,0.20,1.11
0.859,1.24,0.26,1.13
0.860,1.20,0.37,1.14
0.861,1.15,0.50,1.14
0.862,1.12,0.62,1.12
0.863,1.16,0.68,1.09
0.877,1.22,0.68,1.06
0.879,1.31,0.64,1.02
0.880,1.40,0.56,1.00
0.881,1.49,0.51,1.00
0.886,1.53,0.40,1.00
0.896,1.57,0.26,1.01
0.898,1.59,0.11,1.03
0.900,1.58,-0.06,1.05
0.915,1.54,-0.25,1.09
0.917,1.47,-0.44,1.12
0.918,1.37,-0.52,1.14
0.929,1.31,-0.68,1.15
0.931,1.18,-0.78,1.15
0.933,1.04,-0.86,1.12
0.937,0.89,-0.93,1.06
0.962,0.76,-1.00,0.98
0.963,0.63,-1.15,0.85
0.964,0.52,-1.22,0.66
0.965,0.47,-1.12,0.58
0.966,0.49,-0.55,0.38
0.966,0.66,0.22,0.18
0.978,1.03,0.47,0.10
0.979,1.40,0.39,0.10
0.980,1.66,0.36,0.13
0.985,1.84,0.60,0.19
0.993,1.93,1.09,0.28
1.042,1.91,1.38,0.33
1.043,1.84,1.80,0.40
1.045,1.53,1.79,0.40
1.046,0.98,1.39,0.28
1.047,0.22,1.01,0.05
1.048,-0.61,0.91,-0.24
1.049,-1.33,0.88,-0.51
1.051,-1.85,0.79,-0.72
1.052,-2.05,0.47,-0.79
1.053,-2.32,0.07,-0.91
1.058,-2.44,-0.09,-0.98
1.060,-2.39,0.12,-1.03
1.061,-2.19,0.76,-1.01
1.062,-1.89,1.53,-0.90
1.081,-1.45,1.95,-0.67
1.083,-0.93,1.96,-0.51
1.084,-0.64,1.71,-0.11
1.085,-0.04,1.44,0.27
1.086,0.51,1.20,0.51
1.096,0.95,0.80,0.56
1.097,1.28,0.29,0.46
1.100,1.48,-0.20,0.26
1.120,1.60,-0.58,0.06
1.121,1.63,-0.71,-0.03
1.122,1.60,-0.79,-0.16
1.123,1.42,-0.59,-0.18
1.126,1.08,-0.27,-0.08
1.134,0.60,0.02,0.13
1.135,0.02,0.19,0.34
1.162,-0.55,0.22,0.46
1.162,-1.02,0.19,0.44
1.163,-1.18,0.07,0.40
1.164,-1.43,-0.04,0.29
1.165,-1.53,-0.06,0.18
1.166,-1.53,0.00,0.10
1.175,-1.43,0.12,0.08
1.176,-1.25,0.20,0.08
1.179,-0.99,0.26,0.11
1.191,-0.71,0.26,0.14
1.192,-0.55,0.23,0.16
1.195,-0.25,0.13,0.16
1.199,0.02,0.03,0.12
1.208,0.22,-0.06,0.08
1.210,0.37,-0.09,0.05
1.215,0.45,-0.08,0.03
1.226,0.48,-0.04,0.03
1.227,0.46,-0.01,0.02
1.230,0.43,0.04,0.03
1.255,0.35,0.07,0.03
1.256,0.24,0.08,0.02
1.257,0.12,0.07,0.02
1.258,0.01,0.07,0.04
1.259,-0.07,0.06,0.06
1.269,-0.10,0.06,0.09
1.270,-0.10,0.06,0.10
1.271,-0.10,0.07,0.12
1.280,-0.06,0.07,0.15
1.281,-0.02,0.05,0.16
1.292,0.02,0.03,0.17
1.293,0.04,0.02,0.16
1.295,0.03,0.03,0.16
1.300,0.01,0.02,0.17
1.308,-0.02,0.01,0.16
1.311,-0.04,0.01,0.17
1.315,-0.06,0.01,0.18
1.325,-0.08,0.02,0.18
1.326,-0.10,0.02,0.17
