time,x,y,z
0.001,-0.60,0.03,0.05
0.002,-0.69,-0.04,0.05
0.013,-0.73,-0.06,0.04
0.014,-0.73,-0.06,0.03
0.015,-0.70,-0.04,0.01
0.027,-0.63,-0.03,0.01
0.028,-0.54,-0.05,0.01
0.032,-0.42,-0.08,0.03
0.041,-0.28,-0.08,0.03
0.042,-0.12,-0.09,0.02
0.044,-0.05,-0.11,0.01
0.054,0.10,-0.11,-0.03
0.056,0.20,-0.10,-0.06
0.059,0.26,-0.11,-0.06
0.087,0.28,-0.10,-0.05
0.088,0.27,-0.09,-0.03
0.089,0.21,-0.08,-0.02
0.090,0.14,-0.07,-0.01
0.091,0.10,-0.05,-0.01
0.092,0.02,-0.04,-0.01
0.106,-0.06,-0.03,-0.00
0.107,-0.12,-0.03,-0.00
0.108,-0.15,-0.04,-0.01
0.110,-0.16,-0.02,-0.01
0.121,-0.16,-0.02,-0.03
0.122,-0.14,-0.03,-0.03
0.125,-0.12,-0.03,-0.03
0.137,-0.09,-0.03,-0.04
0.138,-0.06,-0.02,-0.03
0.140,-0.04,-0.01,-0.03
0.153,-0.02,0.00,-0.02
0.154,-0.01,0.01,-0.02
0.155,-0.01,0.00,-0.01
0.159,-0.01,0.00,-0.01
0.188,-0.02,-0.01,-0.01
0.189,-0.02,-0.01,-0.03
0.190,-0.01,0.00,-0.03
0.191,-0.00,-0.02,-0.03
0.192,0.01,-0.02,-0.04
0.193,0.04,-0.02,-0.05
0.207,0.03,-0.02,-0.05
0.208,0.04,-0.02,-0.05
0.209,0.05,-0.02,-0.05
0.210,0.04,-0.03,-0.05
0.223,0.03,-0.03,-0.05
0.224,0.02,-0.03,-0.03
0.225,0.00,-0.03,-0.04
0.237,-0.02,-0.02,-0.03
0.239,-0.02,-0.01,-0.02
0.240,-0.02,-0.02,-0.00
0.253,-0.02,-0.02,-0.00
0.253,-0.02,-0.01,-0.01
0.254,-0.00,0.00,-0.01
0.259,0.01,-0.00,-0.03
0.280,0.03,-0.02,-0.05
0.281,0.05,-0.03,-0.05
0.282,0.06,-0.04,-0.06
0.282,0.07,-0.03,-0.07
