time,x,y,z
0.011,-0.45,0.29,-0.16
0.014,-0.35,0.22,-0.15
0.014,-0.35,0.22,-0.15
0.032,-0.21,0.15,-0.14
0.034,0.20,-0.17,-0.08
0.046,0.29,-0.27,-0.02
0.056,0.29,-0.26,0.01
0.058,0.22,-0.12,0.05
0.068,0.18,-0.04,0.05
0.073,0.11,0.06,0.07
0.084,0.10,0.10,0.07
0.093,0.12,0.21,0.03
0.103,0.12,0.23,0.02
0.107,0.12,0.26,-0.04
0.107,0.12,0.26,-0.04
0.127,0.13,0.26,-0.06
0.129,0.14,0.21,-0.11
0.141,0.20,0.17,-0.16
0.143,0.26,0.13,-0.19
0.151,0.27,0.10,-0.19
0.157,0.23,0.06,-0.18
0.168,0.21,0.05,-0.19
0.173,0.17,0.02,-0.16
0.183,0.13,0.01,-0.15
0.188,0.09,0.08,-0.07
0.202,0.07,0.13,-0.02
0.207,-0.00,0.14,0.02
0.217,-0.05,0.15,0.04
0.218,-0.10,0.16,0.04
0.223,-0.13,0.18,0.04
0.244,-0.15,0.19,0.03
0.244,-0.15,0.19,0.03
0.247,-0.14,0.29,-0.02
0.258,-0.07,0.34,-0.07
0.269,-0.01,0.31,-0.11
0.273,0.00,0.23,-0.13
0.284,-0.00,0.21,-0.13
0.287,-0.01,0.32,-0.10
0.292,0.01,0.40,-0.08
0.303,0.03,0.42,-0.09
0.307,0.03,0.39,-0.10
0.324,0.03,0.34,-0.11
0.325,0.03,0.28,-0.09
0.337,0.12,0.35,-0.07
0.342,0.14,0.40,-0.09
0.351,0.14,0.41,-0.11
0.357,0.09,0.37,-0.13
0.367,0.07,0.32,-0.13
0.372,0.05,0.23,-0.14
0.384,0.06,0.19,-0.13
0.388,0.10,0.13,-0.11
0.392,0.12,0.06,-0.10
0.403,0.15,-0.03,-0.07
0.404,0.16,-0.14,-0.05
0.404,0.16,-0.14,-0.05
0.404,0.16,-0.14,-0.05
0.404,0.16,-0.14,-0.05
0.404,0.16,-0.14,-0.05
0.480,0.18,-0.26,-0.00
0.480,0.18,-0.26,-0.00
0.480,0.18,-0.26,-0.00
0.480,0.18,-0.26,-0.00
0.480,0.18,-0.26,-0.00
0.486,0.16,-0.38,0.21
0.493,-0.19,-0.08,0.14
0.493,-0.19,-0.08,0.14
0.493,-0.19,-0.08,0.14
0.493,-0.19,-0.08,0.14
0.493,-0.19,-0.08,0.14
0.556,-0.13,-0.14,0.07
0.556,-0.13,-0.14,0.07
0.556,-0.13,-0.14,0.07
0.556,-0.13,-0.14,0.07
0.562,-0.09,0.14,0.01
0.568,-0.19,0.34,-0.02
0.577,-0.14,0.34,-0.03
0.579,-0.11,0.31,-0.03
0.593,-0.04,0.23,-0.03
0.595,0.12,0.11,-0.02
0.595,0.12,0.11,-0.02
0.623,0.18,0.06,-0.01
0.623,0.18,0.06,-0.01
0.631,0.27,-0.19,0.05
0.634,0.26,-0.33,0.08
0.644,0.20,-0.31,0.14
0.644,0.20,-0.31,0.14
0.664,0.18,-0.18,0.18
0.668,0.06,0.22,0.18
0.668,0.06,0.22,0.18
0.690,0.04,0.29,0.19
0.692,0.03,0.32,0.12
0.704,0.07,0.14,0.01
0.707,0.15,0.12,-0.05
0.718,0.20,0.15,-0.06
0.723,0.25,0.18,-0.08
0.723,0.25,0.18,-0.08
0.744,0.24,0.17,-0.09
0.745,0.23,0.11,-0.09
0.750,0.15,-0.04,-0.05
0.760,0.11,-0.11,-0.02
0.763,0.08,-0.08,0.01
0.774,0.01,0.03,0.03
0.786,-0.05,0.11,0.05
0.788,-0.15,0.19,0.05
0.793,-0.17,0.18,0.04
0.805,-0.15,0.13,-0.03
0.808,-0.14,0.09,-0.05
0.821,-0.06,-0.02,-0.12
0.823,-0.03,-0.07,-0.14
0.823,-0.03,-0.07,-0.14
0.849,-0.02,-0.09,-0.14
0.852,0.03,-0.14,-0.15
0.855,0.03,-0.23,-0.13
0.872,0.01,-0.27,-0.11
0.874,-0.01,-0.28,-0.08
0.880,-0.01,-0.09,-0.00
0.892,-0.01,-0.07,-0.00
0.895,-0.03,-0.07,0.00
0.913,-0.02,-0.09,0.01
0.913,-0.02,-0.09,0.01
0.919,0.04,-0.17,0.00
0.919,0.04,-0.17,0.00
0.919,0.04,-0.17,0.00
0.951,0.05,-0.16,0.01
0.951,0.05,-0.16,0.01
0.958,0.01,0.09,-0.05
0.961,-0.08,0.02,-0.06
0.980,-0.09,0.02,-0.04
0.980,-0.09,0.02,-0.04
0.986,-0.04,0.10,-0.03
0.996,-0.03,0.08,-0.02
0.996,-0.03,0.08,-0.02
0.996,-0.03,0.08,-0.02
0.996,-0.03,0.08,-0.02
0.996,-0.03,0.08,-0.02
1.068,-0.01,0.07,0.00
1.068,-0.01,0.07,0.00
1.068,-0.01,0.07,0.00
1.068,-0.01,0.07,0.00
1.068,-0.01,0.07,0.00
1.072,0.00,-0.01,0.00
1.079,-0.03,0.01,0.05
1.084,-0.06,-0.14,0.00
1.084,-0.06,-0.14,0.00
1.105,-0.04,-0.14,0.00
1.110,0.05,0.01,-0.04
1.110,0.05,0.01,-0.04
1.136,0.06,0.02,-0.06
1.136,0.06,0.02,-0.06
1.140,-0.05,0.05,-0.09
1.144,-0.10,0.09,-0.11
1.160,-0.10,0.10,-0.12
1.163,-0.01,0.14,-0.10
1.174,0.02,0.11,-0.10
1.178,0.03,0.06,-0.06
1.186,0.04,0.05,-0.04
1.192,0.03,0.04,-0.03
1.202,0.03,0.03,-0.01
1.208,0.02,-0.02,0.01
1.217,0.02,-0.04,0.03
1.223,0.07,-0.05,0.05
1.223,0.07,-0.05,0.05
1.244,0.10,-0.04,0.05
1.246,0.15,0.03,0.04
1.256,0.14,0.03,0.03
1.258,0.06,0.10,0.01
1.268,0.02,0.20,0.01
1.272,0.01,0.24,-0.00
1.285,-0.01,0.25,-0.01
1.292,-0.00,0.06,-0.04
1.302,-0.00,0.02,-0.02
1.308,0.01,0.01,-0.03
1.317,0.01,0.03,-0.05
1.323,-0.01,0.04,-0.05
1.323,-0.01,0.04,-0.05
1.343,-0.01,0.00,-0.07
1.345,-0.03,-0.10,-0.04
1.350,-0.01,-0.16,-0.02
1.359,0.04,-0.18,-0.00
1.370,0.04,-0.21,0.01
1.373,0.01,-0.17,0.06
1.385,-0.02,-0.13,0.07
1.392,-0.08,0.28,0.02
1.400,-0.10,0.32,-0.01
1.407,-0.13,0.21,-0.07
1.417,-0.13,0.12,-0.09
1.418,-0.12,0.07,-0.10
1.418,-0.12,0.07,-0.10
1.418,-0.12,0.07,-0.10
1.418,-0.12,0.07,-0.10
1.418,-0.12,0.07,-0.10
1.499,-0.11,0.01,-0.11
1.499,-0.11,0.01,-0.11
1.499,-0.11,0.01,-0.11
1.499,-0.11,0.01,-0.11
1.499,-0.11,0.01,-0.11
1.499,-0.11,0.01,-0.11
1.505,-0.00,-0.20,0.04
1.508,-0.29,-0.24,0.06
1.508,-0.29,-0.24,0.06
1.508,-0.29,-0.24,0.06
1.508,-0.29,-0.24,0.06
1.572,-0.32,-0.20,0.05
1.572,-0.32,-0.20,0.05
1.572,-0.32,-0.20,0.05
1.572,-0.32,-0.20,0.05
1.573,-0.32,-0.06,0.04
1.581,-0.03,-0.34,-0.92
1.588,-0.31,-0.31,-1.34
1.596,-0.48,-1.04,-0.37
1.596,-0.48,-1.04,-0.37
1.619,-0.56,-1.22,0.01
1.619,-0.56,-1.22,0.01
1.625,-1.17,-2.04,1.02
1.625,-1.17,-2.04,1.02
1.644,-1.12,-2.29,1.05
1.648,-0.82,-1.92,0.77
1.657,-0.74,-1.78,0.70
1.658,-0.58,-1.80,0.68
1.679,-0.44,-1.78,0.67
1.680,-0.30,-1.61,0.69
1.684,0.09,-1.25,0.57
1.695,0.16,-1.25,0.54
1.706,0.20,-1.06,0.42
1.708,0.24,-0.78,0.38
1.708,0.24,-0.78,0.38
1.736,0.39,-0.06,0.28
1.736,0.39,-0.06,0.28
1.740,0.61,0.66,0.08
1.752,0.50,0.62,0.08
1.754,0.38,0.71,0.17
1.758,0.37,0.83,0.23
1.772,0.38,0.88,0.27
1.774,0.38,1.14,0.39
1.786,0.40,1.27,0.44
1.794,0.52,1.66,0.53
1.803,0.58,1.78,0.54
1.808,0.68,1.90,0.53
1.819,0.71,1.93,0.49
1.824,0.76,1.74,0.32
1.824,0.76,1.74,0.32
1.845,0.77,1.54,0.22
1.847,0.80,1.25,0.01
1.859,0.81,0.82,-0.19
1.863,0.76,0.63,-0.28
1.872,0.68,0.54,-0.31
1.873,0.59,0.46,-0.33
1.885,0.47,0.41,-0.33
1.893,0.11,0.07,-0.27
1.903,-0.04,0.03,-0.20
1.908,-0.16,0.47,-0.07
1.918,-0.09,0.84,-0.03
1.922,0.13,1.17,-0.01
1.922,0.13,1.17,-0.01
1.946,0.25,1.23,-0.03
1.946,0.25,1.23,-0.03
1.951,0.47,0.47,-0.16
1.961,0.46,0.37,-0.18
1.964,0.44,0.13,-0.17
1.975,0.40,0.11,-0.18
1.986,0.42,0.30,-0.23
1.988,0.44,0.37,-0.27
1.988,0.44,0.37,-0.27
1.988,0.44,0.37,-0.27
1.988,0.44,0.37,-0.27
2.053,0.45,0.39,-0.29
2.053,0.45,0.39,-0.29
2.053,0.45,0.39,-0.29
2.053,0.45,0.39,-0.29
2.053,0.45,0.39,-0.29
2.060,-0.08,0.53,-0.43
2.064,0.20,0.46,-0.48
2.075,0.28,0.48,-0.48
